fold,video_id,windows,suspect_windows,first_window_suspect,max_identity_clusters,min_dominant_ratio,max_cosine_distance,mean_cosine_distance,clip_suspect_contamination,suspect_window_ratio
fold1,AN_WILTY_EP26_truth7,10,3,True,4,0.4375,1.0455163717269897,0.29714151471853256,True,0.3
fold1,AN_WILTY_EP26_truth9,5,1,False,4,0.6875,1.113111972808838,0.37197893261909487,True,0.2
fold1,AN_WILTY_EP27_lie11,5,0,False,3,0.8125,0.9489815831184387,0.18580905795097352,False,0.0
fold1,AN_WILTY_EP27_lie2,6,4,True,6,0.4375,1.0163078308105469,0.3941531976064046,True,0.6666666666666666
fold1,AN_WILTY_EP27_lie3,9,6,False,6,0.375,1.1143074035644531,0.39690520366032916,True,0.6666666666666666
fold1,AN_WILTY_EP27_truth13,4,0,False,2,0.9375,0.8909214735031128,0.18132560327649117,False,0.0
fold1,AN_WILTY_EP28_truth15,4,3,True,5,0.4375,1.2650442123413086,0.5279054045677185,True,0.75
fold1,BRI_WILTY_EP57_lie_11,5,0,False,2,0.8125,0.9744760394096375,0.22964919209480286,False,0.0
fold1,BRI_WILTY_EP57_lie_17,5,2,False,3,0.5,0.7877233028411865,0.26606952846050264,True,0.4
fold1,BRI_WILTY_EP57_lie_18,4,1,True,2,0.625,0.9353914856910706,0.3600577376782894,True,0.25
fold1,BRI_WILTY_EP57_lie_20,4,0,False,3,0.8125,0.7886427640914917,0.2565317563712597,False,0.0
fold1,BRI_WILTY_EP57_truth_1,4,2,False,3,0.6875,0.9671905040740967,0.24740112759172916,True,0.5
fold1,BRI_WILTY_EP57_truth_15,3,3,True,3,0.4375,0.9827593564987183,0.40522979696591693,True,1.0
fold1,BRI_WILTY_EP57_truth_28,3,2,True,5,0.5625,0.9876653552055359,0.3936503529548645,True,0.6666666666666666
fold1,BRI_WILTY_EP57_truth_32,4,3,True,4,0.375,1.0895298719406128,0.4001985937356949,True,0.75
fold1,BRI_WILTY_EP57_truth_5,3,2,True,3,0.625,0.9960228204727173,0.28074684739112854,True,0.6666666666666666
fold1,BRI_WILTY_EP57_truth_9,5,1,True,3,0.6875,1.032632827758789,0.31569291055202486,True,0.2
fold1,BRI_WILTY_EP58_lie_16,4,3,True,4,0.5,0.8889220356941223,0.30790115520358086,True,0.75
fold1,BRI_WILTY_EP58_lie_21,6,2,True,3,0.5625,0.8430405855178833,0.2735619619488716,True,0.3333333333333333
fold1,BRI_WILTY_EP58_lie_24,7,3,False,4,0.5625,1.1489595174789429,0.307296233517783,True,0.42857142857142855
fold1,BRI_WILTY_EP58_lie_26,6,0,False,3,0.75,1.0368865728378296,0.27129098524649936,False,0.0
fold1,BRI_WILTY_EP58_lie_28,7,7,True,7,0.25,1.2121529579162598,0.4790287230695997,True,1.0
fold1,BRI_WILTY_EP58_lie_34,5,5,True,5,0.375,1.0242427587509155,0.38550223112106324,True,1.0
fold1,BRI_WILTY_EP58_truth_11,7,4,False,5,0.375,0.9200550317764282,0.33670290240219664,True,0.5714285714285714
fold1,BRI_WILTY_EP58_truth_14,7,4,False,6,0.3125,0.8382934331893921,0.319277150290353,True,0.5714285714285714
fold1,BRI_WILTY_EP58_truth_8,4,1,True,3,0.6875,0.8806717395782471,0.2598734386265278,True,0.25
fold1,BRI_WILTY_EP59_deception_21,5,3,False,2,0.5625,0.9456012845039368,0.2813270062208176,True,0.6
fold1,BRI_WILTY_EP59_deception_23,3,2,True,4,0.5,0.8911824226379395,0.3011251986026764,True,0.6666666666666666
fold1,BRI_WILTY_EP59_deception_26,4,4,True,5,0.375,1.0336084365844727,0.43403469026088715,True,1.0
fold1,BRI_WILTY_EP59_lie_13,5,4,True,4,0.3125,1.0519320964813232,0.4399393141269684,True,0.8
fold1,BRI_WILTY_EP59_lie_14,3,3,True,4,0.625,1.0372159481048584,0.4028029938538869,True,1.0
fold1,BRI_WILTY_EP59_truth_2,4,1,True,3,0.6875,1.079814076423645,0.21576442569494247,True,0.25
fold1,BRI_WILTY_EP59_truth_3,8,5,True,5,0.4375,1.0996804237365723,0.35937562957406044,True,0.625
fold1,BRI_WILTY_EP59_truth_5,8,4,False,3,0.5625,0.9403846263885498,0.24558426067233086,True,0.5
fold1,BRI_WILTY_EP59_truth_7,3,0,False,2,0.75,0.7902481555938721,0.17482474943002066,False,0.0
fold1,BRI_WILTY_EP59_truth_8,10,6,False,4,0.5,1.0811673402786255,0.29534058570861815,True,0.6
fold1,BRI_WILTY_EP60_lie_13,4,0,False,3,0.75,0.8967781066894531,0.16177412122488022,False,0.0
fold1,BRI_WILTY_EP60_lie_19,4,2,False,2,0.625,1.014682650566101,0.4029649347066879,True,0.5
fold1,BRI_WILTY_EP60_truth_10,3,1,False,3,0.625,0.704766571521759,0.2515174100796382,True,0.3333333333333333
fold1,BRI_WILTY_EP60_truth_11,4,3,True,4,0.4375,0.8558799624443054,0.3582892417907715,True,0.75
fold1,BRI_WILTY_EP60_truth_4,3,3,True,5,0.4375,1.135361671447754,0.4810271958510081,True,1.0
fold1,BRI_WILTY_EP60_truth_5,5,5,True,3,0.5625,1.0255038738250732,0.4245528817176819,True,1.0
fold1,BRI_WILTY_EP61_lie_1,5,2,False,2,0.5,0.8788729906082153,0.24873865842819215,True,0.4
fold1,BRI_WILTY_EP61_lie_25,4,4,True,4,0.375,0.9633640646934509,0.40747249871492386,True,1.0
fold1,BRI_WILTY_EP61_lie_27,3,2,False,2,0.5625,0.9489144086837769,0.36463338136672974,True,0.6666666666666666
fold1,BRI_WILTY_EP61_lie_29,9,7,True,5,0.375,1.0450935363769531,0.4134637216726939,True,0.7777777777777778
fold1,BRI_WILTY_EP61_lie_3,3,1,True,3,0.4375,1.009442925453186,0.3658057153224945,True,0.3333333333333333
fold1,BRI_WILTY_EP61_lie_30,3,3,True,6,0.25,1.1195403337478638,0.48974945147832233,True,1.0
fold1,BRI_WILTY_EP61_lie_7,5,3,True,4,0.5625,0.9893212914466858,0.3052914530038834,True,0.6
fold1,BRI_WILTY_EP61_truth_12,2,0,False,1,1.0,0.665480375289917,0.14864281564950943,False,0.0
fold1,BRI_WILTY_EP61_truth_14,4,3,True,3,0.4375,1.0823605060577393,0.4622015133500099,True,0.75
fold1,BRI_WILTY_EP61_truth_15,3,3,True,3,0.5,0.9130616188049316,0.3992355565230052,True,1.0
fold1,BRI_WILTY_EP61_truth_16,7,6,True,4,0.375,1.1264270544052124,0.42762446829250883,True,0.8571428571428571
fold1,BRI_WILTY_EP61_truth_34,6,2,True,5,0.5625,1.1750750541687012,0.29013433307409286,True,0.3333333333333333
fold1,BRI_WILTY_EP62_lie_14,9,9,True,4,0.3125,0.9733991622924805,0.42285433411598206,True,1.0
fold1,BRI_WILTY_EP62_lie_16,3,3,True,4,0.5,0.9425956606864929,0.42842768629391986,True,1.0
fold1,BRI_WILTY_EP62_lie_24,5,3,True,4,0.5,0.9520457983016968,0.3635493040084839,True,0.6
fold1,BRI_WILTY_EP62_lie_25,8,5,True,4,0.5,0.9988257884979248,0.3558513652533293,True,0.625
fold1,BRI_WILTY_EP62_lie_26,8,8,True,5,0.3125,1.018204927444458,0.3982645459473133,True,1.0
fold1,BRI_WILTY_EP62_lie_27,9,6,True,6,0.3125,0.9934293627738953,0.3885059207677841,True,0.6666666666666666
fold1,BRI_WILTY_EP62_lie_29,4,3,True,2,0.5625,0.9131479859352112,0.27590537816286087,True,0.75
fold1,BRI_WILTY_EP62_lie_30,3,0,False,3,0.8125,0.9658974409103394,0.19066405296325684,False,0.0
fold1,BRI_WILTY_EP62_truth_13,9,8,True,4,0.3125,0.9639145731925964,0.3917598095205095,True,0.8888888888888888
fold1,BRI_WILTY_EP62_truth_20,4,3,True,4,0.375,1.0590496063232422,0.3904898688197136,True,0.75
fold1,BRI_WILTY_EP62_truth_31,3,2,False,3,0.625,0.9596699476242065,0.33197694023450214,True,0.6666666666666666
fold1,BRI_WILTY_EP62_truth_7,3,2,True,5,0.625,1.005341649055481,0.37452902396519977,True,0.6666666666666666
fold1,BRI_WILTY_EP62_truth_8,3,1,False,3,0.5625,0.7562901973724365,0.277874489625295,True,0.3333333333333333
fold1,BRI_WILTY_EP62_truth_9,4,3,True,4,0.5,0.9452258944511414,0.3565978705883026,True,0.75
fold1,BRI_WILTY_EP63_lie_27,3,0,False,3,0.8125,0.8142397403717041,0.25044386088848114,False,0.0
fold1,BRI_WILTY_EP63_truth_11,4,2,True,3,0.5625,0.9705657362937927,0.27739040926098824,True,0.5
fold1,BRI_WILTY_EP63_truth_12,4,4,True,4,0.4375,0.8903958201408386,0.41645583510398865,True,1.0
fold1,BRI_WILTY_EP63_truth_26,6,2,False,4,0.375,0.7742751836776733,0.2874678572018941,True,0.3333333333333333
fold1,BRI_WILTY_EP63_truth_3,5,0,False,3,0.8125,1.0451171398162842,0.24237271249294282,False,0.0
fold1,BRI_WILTY_EP63_truth_4,5,1,True,4,0.625,1.0581505298614502,0.28975494801998136,True,0.2
fold1,BRI_WILTY_EP64_lie_15,3,3,True,5,0.3125,1.0967001914978027,0.47453102469444275,True,1.0
fold1,BRI_WILTY_EP64_lie_21,3,2,True,4,0.5,1.1231343746185303,0.42268800735473633,True,0.6666666666666666
fold1,BRI_WILTY_EP64_truth_1,5,2,True,4,0.375,0.9484806656837463,0.326714426279068,True,0.4
fold1,BRI_WILTY_EP64_truth_18,8,0,False,2,0.875,0.7791268825531006,0.17412677314132452,False,0.0
fold1,BRI_WILTY_EP64_truth_19,5,1,True,3,0.625,0.9050015807151794,0.22242218554019927,True,0.2
fold1,BRI_WILTY_EP64_truth_2,5,2,True,6,0.3125,1.0538579225540161,0.33828948736190795,True,0.4
fold1,BRI_WILTY_EP64_truth_7,3,2,False,3,0.5625,0.7343763113021851,0.2982157419125239,True,0.6666666666666666
fold1,BRI_WILTY_EP65_lie_10,3,1,True,4,0.5,0.8436385989189148,0.21574450532595316,True,0.3333333333333333
fold1,BRI_WILTY_EP65_lie_8,7,4,True,3,0.4375,1.1013216972351074,0.28964369211878094,True,0.5714285714285714
fold1,BRI_WILTY_EP65_lie_9,5,2,True,5,0.5625,0.8285942077636719,0.23805874586105347,True,0.4
fold1,BRI_WILTY_EP65_truth_1,5,4,True,5,0.4375,1.1274495124816895,0.42401803731918336,True,0.8
fold1,BRI_WILTY_EP65_truth_2,4,4,True,4,0.4375,1.0081931352615356,0.4812944680452347,True,1.0
fold1,BRI_WILTY_EP65_truth_6,4,4,True,5,0.4375,1.0346760749816895,0.36955295503139496,True,1.0
fold1,BRI_WILTY_EP65_truth_7,2,2,True,4,0.4375,1.0958389043807983,0.47273583710193634,True,1.0
fold1,BRI_WILTY_EP66_truth_13,7,2,True,2,0.5625,0.8002604246139526,0.2153348039303507,True,0.2857142857142857
fold1,BRI_WILTY_EP66_truth_2,2,2,True,4,0.375,1.1220691204071045,0.4163955897092819,True,1.0
fold1,BRI_WILTY_EP66_truth_3,4,1,False,4,0.5625,1.0162298679351807,0.29604217410087585,True,0.25
fold1,BRI_WILTY_EP66_truth_4,6,0,False,3,0.75,1.0276386737823486,0.2510185142358144,False,0.0
fold1,BRI_WILTY_EP66_truth_5,6,2,False,3,0.6875,1.026996374130249,0.2560235522687435,True,0.3333333333333333
fold1,BRI_WILTY_EP66_truth_6,9,3,True,4,0.5,1.2095719575881958,0.30208168427149457,True,0.3333333333333333
fold1,BRI_WILTY_EP66_truth_9,4,4,True,6,0.375,1.2009916305541992,0.4549521580338478,True,1.0
fold1,LS_WILTY_EP10_lie1,5,5,True,4,0.4375,0.924994707107544,0.33285802602767944,True,1.0
fold1,LS_WILTY_EP10_lie10,3,3,True,4,0.375,1.0751254558563232,0.4671535789966583,True,1.0
fold1,LS_WILTY_EP10_lie12,5,3,False,3,0.375,0.9557251930236816,0.30662489831447604,True,0.6
fold1,LS_WILTY_EP10_lie3,3,2,True,5,0.3125,1.0979048013687134,0.39906155069669086,True,0.6666666666666666
fold1,LS_WILTY_EP10_lie6,3,3,True,4,0.5625,0.863654375076294,0.39242400725682575,True,1.0
fold1,LS_WILTY_EP10_lie8,6,0,False,2,0.875,0.6528844833374023,0.17699633290370306,False,0.0
fold1,LS_WILTY_EP10_lie9,6,2,True,4,0.4375,1.005213737487793,0.25463110705216724,True,0.3333333333333333
fold1,LS_WILTY_EP10_truth1,5,4,False,4,0.375,1.1417438983917236,0.4133723556995392,True,0.8
fold1,LS_WILTY_EP10_truth4,4,4,True,5,0.3125,0.8468162417411804,0.4194229021668434,True,1.0
fold1,LS_WILTY_EP10_truth5,5,4,True,5,0.375,1.0749154090881348,0.4885036706924438,True,0.8
fold1,LS_WILTY_EP10_truth6,6,5,True,4,0.4375,0.9803759455680847,0.374659463763237,True,0.8333333333333334
fold1,LS_WILTY_EP10_truth7,3,0,False,3,0.75,0.8584980964660645,0.29672203958034515,False,0.0
fold1,LS_WILTY_EP10_truth8,4,1,True,4,0.5625,0.9633986949920654,0.3598794937133789,True,0.25
fold1,LS_WILTY_EP11_lie11,3,0,False,3,0.75,0.8051077127456665,0.27627745767434436,False,0.0
fold1,LS_WILTY_EP11_lie12,5,1,False,4,0.625,0.9667614102363586,0.2685736209154129,True,0.2
fold1,LS_WILTY_EP11_lie13,3,1,True,4,0.625,0.9994269609451294,0.284410963455836,True,0.3333333333333333
fold1,LS_WILTY_EP11_truth4,4,0,False,2,0.9375,0.646946370601654,0.16052698716521263,False,0.0
fold1,LS_WILTY_EP11_truth5,3,0,False,2,0.875,0.5562381744384766,0.1207829440633456,False,0.0
fold1,LS_WILTY_EP11_truth7,3,1,False,5,0.625,1.013363003730774,0.3427632848421733,True,0.3333333333333333
fold1,LS_WILTY_EP11_truth9,4,3,True,4,0.5,1.0130305290222168,0.3411961495876312,True,0.75
fold1,LS_WILTY_EP12_lie1,5,1,True,2,0.6875,1.1506071090698242,0.20506703853607178,True,0.2
fold1,LS_WILTY_EP12_lie11,4,2,True,6,0.3125,0.960516095161438,0.32067395001649857,True,0.5
fold1,LS_WILTY_EP12_lie6,4,4,True,7,0.1875,1.1631877422332764,0.6175045818090439,True,1.0
fold1,LS_WILTY_EP12_truth2,3,0,False,2,0.9375,0.7282452583312988,0.2107293357451757,False,0.0
fold1,LS_WILTY_EP12_truth3,4,4,True,6,0.375,1.0937824249267578,0.43796785920858383,True,1.0
fold1,LS_WILTY_EP13_lie11,3,3,True,4,0.375,0.9389153718948364,0.45118104418118793,True,1.0
fold1,LS_WILTY_EP13_lie12,4,1,True,3,0.5625,0.9044734239578247,0.2653898224234581,True,0.25
fold1,LS_WILTY_EP13_lie3,6,1,True,3,0.625,0.8276659846305847,0.2293392245968183,True,0.16666666666666666
fold1,LS_WILTY_EP13_lie6,4,2,True,3,0.5625,0.7025398015975952,0.2755397669970989,True,0.5
fold1,LS_WILTY_EP13_lie8,5,2,True,3,0.5625,0.9777570366859436,0.29774350225925444,True,0.4
fold1,LS_WILTY_EP13_truth3,5,5,True,4,0.5,1.0330290794372559,0.3955870747566223,True,1.0
fold1,LS_WILTY_EP13_truth5,3,2,True,4,0.625,0.9080700874328613,0.3301587700843811,True,0.6666666666666666
fold1,LS_WILTY_EP14_lie11,5,2,False,4,0.4375,0.9491971135139465,0.3707361936569214,True,0.4
fold1,LS_WILTY_EP14_lie2,5,1,True,4,0.3125,0.9267510771751404,0.3479127287864685,True,0.2
fold1,LS_WILTY_EP14_lie4,5,4,True,4,0.4375,1.1726387739181519,0.3693311601877213,True,0.8
fold1,LS_WILTY_EP14_lie9,3,0,False,4,0.8125,0.8472627401351929,0.22281084954738617,False,0.0
fold1,LS_WILTY_EP14_truth1,4,4,True,4,0.5625,0.8431361317634583,0.31079378724098206,True,1.0
fold1,LS_WILTY_EP14_truth10,4,3,True,5,0.5,1.1872254610061646,0.4900956228375435,True,0.75
fold1,LS_WILTY_EP14_truth2,5,0,False,3,0.8125,1.0011879205703735,0.20949356257915497,False,0.0
fold1,LS_WILTY_EP14_truth3,3,3,True,4,0.4375,1.0020244121551514,0.48577261964480084,True,1.0
fold1,LS_WILTY_EP14_truth6,4,4,True,2,0.5625,0.7619162201881409,0.2940623536705971,True,1.0
fold1,LS_WILTY_EP1_lie2,5,5,True,5,0.375,0.9875725507736206,0.4448672294616699,True,1.0
fold1,LS_WILTY_EP1_lie6,7,6,True,6,0.25,1.0870904922485352,0.4242295367377145,True,0.8571428571428571
fold1,LS_WILTY_EP1_lie8,10,9,True,5,0.3125,1.0546537637710571,0.3788780033588409,True,0.9
fold1,LS_WILTY_EP1_lie9,4,4,True,6,0.375,1.071110486984253,0.4588516280055046,True,1.0
fold1,LS_WILTY_EP1_truth2,3,3,True,4,0.5,1.1681358814239502,0.5307160516579946,True,1.0
fold1,LS_WILTY_EP1_truth8,3,3,True,4,0.375,0.936994731426239,0.35414887468020123,True,1.0
fold1,LS_WILTY_EP2_lie11,5,0,False,2,0.9375,0.8156268000602722,0.21764890849590302,False,0.0
fold1,LS_WILTY_EP2_lie2,4,3,True,4,0.5,1.056613564491272,0.43851112574338913,True,0.75
fold1,LS_WILTY_EP2_lie5,4,3,True,5,0.375,1.0777523517608643,0.5107625797390938,True,0.75
fold1,LS_WILTY_EP2_truth5,5,4,True,8,0.375,1.0773632526397705,0.44800678491592405,True,0.8
fold1,LS_WILTY_EP3_lie1,4,3,True,4,0.4375,1.0599262714385986,0.36557622253894806,True,0.75
fold1,LS_WILTY_EP3_lie11,5,3,True,4,0.625,0.9538406133651733,0.3745942175388336,True,0.6
fold1,LS_WILTY_EP3_lie3,5,1,True,3,0.6875,0.8628596067428589,0.18864932358264924,True,0.2
fold1,LS_WILTY_EP3_lie7,5,5,True,4,0.3125,1.091978669166565,0.44141557812690735,True,1.0
fold1,LS_WILTY_EP3_truth1,4,1,False,3,0.6875,1.102632761001587,0.2980801211670041,True,0.25
fold1,LS_WILTY_EP3_truth3,4,3,False,4,0.5625,0.8760514259338379,0.3570334240794182,True,0.75
fold1,LS_WILTY_EP3_truth4,5,5,True,5,0.3125,0.8413548469543457,0.36350186467170714,True,1.0
fold1,LS_WILTY_EP3_truth7,3,0,False,1,1.0,0.5249455571174622,0.17450148363908133,False,0.0
