w_spatial,w_flow,w_audio,objective,objective_value,val_auc_roc,val_calibrated_threshold,val_calibrated_balanced_accuracy,val_calibrated_f1_lie,val_calibrated_macro_f1
0.03,0.61,0.36,balanced_accuracy,0.6987179487179487,0.7009368836291914,0.5270642150193452,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.03,0.52,0.45,balanced_accuracy,0.6987179487179487,0.7009368836291913,0.5283562202006579,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.03,0.6,0.37,balanced_accuracy,0.6987179487179487,0.7009368836291913,0.527245407178998,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.04,0.54,0.42,balanced_accuracy,0.6987179487179487,0.70069033530572,0.5280758537352085,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.03,0.56,0.41,balanced_accuracy,0.6987179487179487,0.7006903353057199,0.527800813689828,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.04,0.55,0.41,balanced_accuracy,0.6987179487179487,0.7006903353057199,0.527937002107501,0.6987179487179487,0.5964912280701754,0.6407113674597452
0.02,0.63,0.35,balanced_accuracy,0.6955128205128205,0.7006903353057199,0.5267592631578446,0.6955128205128205,0.603448275862069,0.6420019157088123
0.02,0.65,0.33,balanced_accuracy,0.6955128205128205,0.6999506903353058,0.5264823612570764,0.6955128205128205,0.603448275862069,0.6420019157088123
0.02,0.64,0.34,balanced_accuracy,0.6955128205128205,0.6997041420118343,0.5266323339939118,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.62,0.37,balanced_accuracy,0.6955128205128205,0.6984714003944774,0.5269730303436517,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.58,0.41,balanced_accuracy,0.6955128205128205,0.6979783037475346,0.5275284368544817,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.61,0.38,balanced_accuracy,0.6955128205128205,0.6979783037475346,0.5271118819713593,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.59,0.4,balanced_accuracy,0.6955128205128205,0.6977317554240632,0.5273895852267743,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.6,0.39,balanced_accuracy,0.6955128205128205,0.6977317554240632,0.5272507335990667,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.63,0.36,balanced_accuracy,0.6955128205128205,0.6972386587771203,0.5268341787159443,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.64,0.35,balanced_accuracy,0.6955128205128205,0.6969921104536488,0.5266953270882369,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.65,0.34,balanced_accuracy,0.6955128205128205,0.6969921104536488,0.5265564754605294,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.69,0.3,balanced_accuracy,0.6955128205128205,0.6962524654832347,0.5259005074948072,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.66,0.33,balanced_accuracy,0.6955128205128205,0.6960059171597633,0.5264176238328219,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.67,0.32,balanced_accuracy,0.6955128205128205,0.6957593688362919,0.5262787722051144,0.6955128205128205,0.603448275862069,0.6420019157088123
0.01,0.68,0.31,balanced_accuracy,0.6955128205128205,0.6957593688362919,0.5261399205774069,0.6955128205128205,0.603448275862069,0.6420019157088123
0.04,0.43,0.53,balanced_accuracy,0.6923076923076923,0.7041420118343196,0.5303568832079569,0.6923076923076923,0.584070796460177,0.6321714526518571
0.04,0.44,0.52,balanced_accuracy,0.6923076923076923,0.7038954635108481,0.5302575365702311,0.6923076923076923,0.584070796460177,0.6321714526518571
0.04,0.45,0.51,balanced_accuracy,0.6923076923076923,0.7038954635108481,0.5301581899325053,0.6923076923076923,0.584070796460177,0.6321714526518571
0.07,0.38,0.55,balanced_accuracy,0.6923076923076923,0.7038954635108481,0.5303683067219598,0.6923076923076923,0.584070796460177,0.6321714526518571
