video_id,label,score_lie,aggregation,host,episode,episode_group_id,group_id,start_time,end_time,size_bytes,fold,threshold_default,threshold_calibrated,pred_default,pred_calibrated,correct_default,correct_calibrated,error_type_calibrated,margin_to_calibrated_threshold,window_score_mean,window_score_std,window_score_min,window_score_max,num_windows,wrong_confidence
AN_WILTY_EP19_lie8,1,0.4367356672883034,mean,AN,19,AN_EP19,AN_EP19,10:12,10:17,272193.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.1687286056578159,0.4367356672883034,0.023867876778546022,0.4132122099399566,0.4628255069255829,4,0.1687286056578159
BRI_WILTY_EP60_lie_8,1,0.3444606761137644,mean,BRI,60,BRI_EP60,BRI_EP60,12:52,12:58,314414.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1669284005959829,0.34446067611376446,0.005229274708281564,0.3392187654972076,0.3519386351108551,6,0.1669284005959829
AN_WILTY_EP21_lie12,1,0.3751098066568374,mean,AN,21,AN_EP21,AN_EP21,19:52,19:56,279839.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.1604766774745215,0.37510980665683746,0.02205693184492908,0.3561271429061889,0.4060768187046051,4,0.1604766774745215
YW_WILTY_EP52_lie2,1,0.4520727097988128,mean,YW,52,YW_EP52,YW_EP52,13:52,13:57,315049.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.15339156314730645,0.45207270979881287,0.08293352366040607,0.3639796376228332,0.5768718719482422,5,0.15339156314730645
YW_WILTY_EP70_lie17,1,0.4529605805873871,mean,YW,70,YW_EP70,YW_EP70,18:10,18:14,177462.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.15250369235873218,0.4529605805873871,0.02148991724617461,0.4303334653377533,0.4779428541660309,4,0.15250369235873218
BRI_WILTY_EP63_lie_25,1,0.3616603851318359,mean,BRI,63,BRI_EP63,BRI_EP63,12:51,12:56,230948.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1497286915779114,0.36166038513183596,0.0502011811059954,0.3255017697811126,0.4440952241420746,5,0.1497286915779114
LS_WILTY_EP6_lie4,1,0.3892855420708656,mean,LS,6,LS_EP6,LS_EP6,12:42,12:46,335508.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.14630094206049332,0.38928554207086563,0.11335717190856175,0.2980378568172455,0.5344658493995667,4,0.14630094206049332
YW_WILTY_EP49_lie5,1,0.4615523219108581,mean,YW,49,YW_EP49,YW_EP49,16:33,16:38,517915.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14391195103526117,0.46155232191085815,0.183372411856698,0.2299025356769561,0.6816630363464355,5,0.14391195103526117
LS_WILTY_EP1_lie8,1,0.4633974134922027,mean,LS,1,LS_EP1,LS_EP1,19:08,19:18,488478.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14206685945391656,0.46339741349220276,0.08045271396905825,0.3795636594295501,0.6154758334159851,10,0.14206685945391656
SB_WILTY_EP31_lie1,1,0.4636564084461757,mean,SB,31,SB_EP31,SB_EP31,1:43,1:50,240437.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14180786449994354,0.46365640844617567,0.07680300474451847,0.3945461809635162,0.6232463717460632,7,0.14180786449994354
BRI_WILTY_EP62_lie_18,1,0.3714210192362467,mean,BRI,62,BRI_EP62,BRI_EP62,13:47,13:53,340852.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1399680574735006,0.37142101923624665,0.05930205351120953,0.3374038934707641,0.4871156215667724,6,0.1399680574735006
YW_WILTY_EP53_lie9,1,0.3726832121610641,mean,YW,53,YW_EP53,YW_EP53,18:32,18:36,142442.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13870586454868322,0.3726832121610641,0.01478578736533388,0.3574840426445007,0.3865815699100494,4,0.13870586454868322
LS_WILTY_EP72_lie1,1,0.4705064396063487,mean,LS,72,LS_EP72,LS_EP72,2:29,2:32,328713.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.13495783333977057,0.4705064396063487,0.0377366895525446,0.4383659064769745,0.5120580196380615,3,0.13495783333977057
SB_WILTY_EP42_lie8,1,0.3776441037654877,mean,SB,42,SB_EP42,SB_EP42,13:43,13:48,404642.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13374497294425963,0.3776441037654876,0.008225342794952979,0.3648271262645721,0.3861739933490753,5,0.13374497294425963
BRI_WILTY_EP61_lie_5,1,0.4019198045134544,mean,BRI,61,BRI_EP61,BRI_EP61,2:43,2:47,450819.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.13366667961790452,0.40191980451345444,0.03558429013327808,0.3557504117488861,0.44015634059906,4,0.13366667961790452
AN_WILTY_EP17_lie13,1,0.3796671203204563,mean,AN,17,AN_EP17,AN_EP17,23:08,23:15,246947.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13172195638929102,0.37966712032045635,0.05993754939464328,0.3474362790584564,0.5146232843399048,7,0.13172195638929102
