video_id,label,score_lie,aggregation,host,episode,episode_group_id,group_id,start_time,end_time,size_bytes,fold,threshold_default,threshold_calibrated,pred_default,pred_calibrated,correct_default,correct_calibrated,error_type_calibrated,margin_to_calibrated_threshold,window_score_mean,window_score_std,window_score_min,window_score_max,num_windows,wrong_confidence
LS_WILTY_EP1_truth2,0,0.7823991576830546,mean,LS,1,LS_EP1,LS_EP1,2:31,2:34,334702.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.1769348847369353,0.7823991576830546,0.017970523348764804,0.7641199231147766,0.8000441789627075,3,0.1769348847369353
SB_WILTY_EP42_lie1,1,0.4309144147804805,mean,SB,42,SB_EP42,SB_EP42,4:31,4:38,418868.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.17454985816563878,0.43091441478048054,0.07375417207306008,0.3733910322189331,0.5872332453727722,7,0.17454985816563878
YW_WILTY_EP46_truth4,0,0.7793600062529246,mean,YW,46,YW_EP46,YW_EP46,14:19,14:25,500798.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.1738957333068053,0.7793600062529246,0.036379751041932216,0.7383973598480225,0.8325561881065369,6,0.1738957333068053
SB_WILTY_EP34_lie10,1,0.3402851521968841,mean,SB,34,SB_EP34,SB_EP34,4:47,4:51,228579.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.17110392451286321,0.3402851521968841,0.008262010613523682,0.3341074883937835,0.3519702851772308,4,0.17110392451286321
LS_WILTY_EP2_lie1,1,0.3403568565845489,mean,LS,2,LS_EP2,LS_EP2,6:30,6:34,168295.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.17103222012519842,0.34035685658454895,0.004535086511447493,0.3348000943660736,0.3456679284572601,4,0.17103222012519842
AN_WILTY_EP19_lie8,1,0.4367356672883034,mean,AN,19,AN_EP19,AN_EP19,10:12,10:17,272193.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.1687286056578159,0.4367356672883034,0.023867876778546022,0.4132122099399566,0.4628255069255829,4,0.1687286056578159
BRI_WILTY_EP60_lie_8,1,0.3444606761137644,mean,BRI,60,BRI_EP60,BRI_EP60,12:52,12:58,314414.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1669284005959829,0.34446067611376446,0.005229274708281564,0.3392187654972076,0.3519386351108551,6,0.1669284005959829
AN_WILTY_EP18_truth19,0,0.767804761727651,mean,AN,18,AN_EP18,AN_EP18,19:59,20:03,138623.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.16234048878153173,0.767804761727651,0.031377364498515935,0.7320846319198608,0.7909177541732788,3,0.16234048878153173
AN_WILTY_EP21_lie12,1,0.3751098066568374,mean,AN,21,AN_EP21,AN_EP21,19:52,19:56,279839.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.1604766774745215,0.37510980665683746,0.02205693184492908,0.3561271429061889,0.4060768187046051,4,0.1604766774745215
YW_WILTY_EP52_lie2,1,0.4520727097988128,mean,YW,52,YW_EP52,YW_EP52,13:52,13:57,315049.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.15339156314730645,0.45207270979881287,0.08293352366040607,0.3639796376228332,0.5768718719482422,5,0.15339156314730645
YW_WILTY_EP70_lie17,1,0.4529605805873871,mean,YW,70,YW_EP70,YW_EP70,18:10,18:14,177462.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.15250369235873218,0.4529605805873871,0.02148991724617461,0.4303334653377533,0.4779428541660309,4,0.15250369235873218
SB_WILTY_EP32_truth3,0,0.7577654321988424,mean,SB,32,SB_EP32,SB_EP32,2:15,2:24,450095.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.15230115925272314,0.7577654321988424,0.032241425843499344,0.716585099697113,0.8122251033782959,9,0.15230115925272314
BRI_WILTY_EP63_lie_25,1,0.3616603851318359,mean,BRI,63,BRI_EP63,BRI_EP63,12:51,12:56,230948.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1497286915779114,0.36166038513183596,0.0502011811059954,0.3255017697811126,0.4440952241420746,5,0.1497286915779114
YW_WILTY_EP46_truth9,0,0.7543918341398239,mean,YW,46,YW_EP46,YW_EP46,20:21,20:25,381340.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.14892756119370465,0.7543918341398239,0.0769910270175193,0.6390904188156128,0.7979674935340881,4,0.14892756119370465
LS_WILTY_EP6_lie4,1,0.3892855420708656,mean,LS,6,LS_EP6,LS_EP6,12:42,12:46,335508.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.14630094206049332,0.38928554207086563,0.11335717190856175,0.2980378568172455,0.5344658493995667,4,0.14630094206049332
YW_WILTY_EP49_lie5,1,0.4615523219108581,mean,YW,49,YW_EP49,YW_EP49,16:33,16:38,517915.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14391195103526117,0.46155232191085815,0.183372411856698,0.2299025356769561,0.6816630363464355,5,0.14391195103526117
LS_WILTY_EP1_lie8,1,0.4633974134922027,mean,LS,1,LS_EP1,LS_EP1,19:08,19:18,488478.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14206685945391656,0.46339741349220276,0.08045271396905825,0.3795636594295501,0.6154758334159851,10,0.14206685945391656
SB_WILTY_EP31_lie1,1,0.4636564084461757,mean,SB,31,SB_EP31,SB_EP31,1:43,1:50,240437.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.14180786449994354,0.46365640844617567,0.07680300474451847,0.3945461809635162,0.6232463717460632,7,0.14180786449994354
AN_WILTY_EP16_truth25,0,0.7466525882482529,mean,AN,16,AN_EP16,AN_EP16,25:15,25:19,154309.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.1411883153021336,0.7466525882482529,0.04832295397177148,0.6761084198951721,0.7787303328514099,4,0.1411883153021336
AN_WILTY_EP15_truth7,0,0.7463198105494181,mean,AN,15,AN_EP15,AN_EP15,9:48,9:51,401721.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.14085553760329883,0.7463198105494181,0.024519100006025665,0.718238115310669,0.7634831666946411,3,0.14085553760329883
BRI_WILTY_EP62_lie_18,1,0.3714210192362467,mean,BRI,62,BRI_EP62,BRI_EP62,13:47,13:53,340852.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1399680574735006,0.37142101923624665,0.05930205351120953,0.3374038934707641,0.4871156215667724,6,0.1399680574735006
YW_WILTY_EP53_lie9,1,0.3726832121610641,mean,YW,53,YW_EP53,YW_EP53,18:32,18:36,142442.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13870586454868322,0.3726832121610641,0.01478578736533388,0.3574840426445007,0.3865815699100494,4,0.13870586454868322
LS_WILTY_EP72_lie1,1,0.4705064396063487,mean,LS,72,LS_EP72,LS_EP72,2:29,2:32,328713.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.13495783333977057,0.4705064396063487,0.0377366895525446,0.4383659064769745,0.5120580196380615,3,0.13495783333977057
SB_WILTY_EP42_lie8,1,0.3776441037654877,mean,SB,42,SB_EP42,SB_EP42,13:43,13:48,404642.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13374497294425963,0.3776441037654876,0.008225342794952979,0.3648271262645721,0.3861739933490753,5,0.13374497294425963
BRI_WILTY_EP61_lie_5,1,0.4019198045134544,mean,BRI,61,BRI_EP61,BRI_EP61,2:43,2:47,450819.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.13366667961790452,0.40191980451345444,0.03558429013327808,0.3557504117488861,0.44015634059906,4,0.13366667961790452
AN_WILTY_EP17_lie13,1,0.3796671203204563,mean,AN,17,AN_EP17,AN_EP17,23:08,23:15,246947.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.13172195638929102,0.37966712032045635,0.05993754939464328,0.3474362790584564,0.5146232843399048,7,0.13172195638929102
SB_WILTY_EP37_lie2,1,0.4742636382579803,mean,SB,37,SB_EP37,SB_EP37,2:07,2:12,231726.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.13120063468813897,0.47426363825798035,0.04950910985717383,0.4066123962402344,0.5262524485588074,5,0.13120063468813897
BRI_WILTY_EP65_lie_17,1,0.4044225513935089,mean,BRI,65,BRI_EP65,BRI_EP65,27:12,27:16,302890.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.13116393273785,0.4044225513935089,0.09687207601493183,0.311022013425827,0.5262778997421265,4,0.13116393273785
YW_WILTY_EP43_truth3,0,0.7363364577293396,mean,YW,43,YW_EP43,YW_EP43,4:03,4:08,639234.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.13087218478322038,0.7363364577293396,0.021896416378539868,0.7126423716545105,0.7648900151252747,5,0.13087218478322038
SB_WILTY_EP33_truth6,0,0.7348025143146515,mean,SB,33,SB_EP33,SB_EP33,13:13,13:17,191692.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.12933824136853223,0.7348025143146515,0.020296209982239292,0.7078051567077637,0.7558646202087402,4,0.12933824136853223
YW_WILTY_EP54_lie3,1,0.4778708517551422,mean,YW,54,YW_EP54,YW_EP54,16:39,16:43,204938.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.12759342119097705,0.4778708517551422,0.040269515500250846,0.4290081858634949,0.5239414572715759,4,0.12759342119097705
BRI_WILTY_EP62_lie_17,1,0.3860376700758934,mean,BRI,62,BRI_EP62,BRI_EP62,13:40,13:44,380473.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1253514066338539,0.3860376700758934,0.09079082093926648,0.3381040096282959,0.5221728682518005,4,0.1253514066338539
SB_WILTY_EP36_truth4,0,0.7307711720466614,mean,SB,36,SB_EP36,SB_EP36,7:43,7:53,651822.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.12530689910054216,0.7307711720466614,0.07701713506298596,0.6296570301055908,0.8204233646392822,10,0.12530689910054216
AN_WILTY_EP17_lie1,1,0.3873838782310486,mean,AN,17,AN_EP17,AN_EP17,1:43,1:48,261297.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.12400519847869873,0.38738387823104853,0.07479372057968742,0.3413712978363037,0.5205234289169312,5,0.12400519847869873
LS_WILTY_EP72_lie7,1,0.3877722918987274,mean,LS,72,LS_EP72,LS_EP72,15:17,15:22,413625.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.1236167848110199,0.3877722918987274,0.08242215765689821,0.3483882546424866,0.5351583361625671,5,0.1236167848110199
YW_WILTY_EP70_lie19,1,0.3880976513028145,mean,YW,70,YW_EP70,YW_EP70,19:43,19:47,235625.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.12329142540693283,0.38809765130281443,0.001258150193469859,0.3868831098079681,0.3891941905021667,4,0.12329142540693283
YW_WILTY_EP50_lie1,1,0.483420471350352,mean,YW,50,YW_EP50,YW_EP50,2:11,2:14,295316.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.12204380159576728,0.483420471350352,0.03211206036429322,0.4487548470497131,0.5121508836746216,3,0.12204380159576728
AN_WILTY_EP18_lie6,1,0.4840442538261413,mean,AN,18,AN_EP18,AN_EP18,5:07,5:10,109772.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.12142001911997796,0.48404425382614136,0.03732052859421454,0.4576546549797058,0.5104338526725769,2,0.12142001911997796
AN_WILTY_EP22_lie8,1,0.4847118811947958,mean,AN,22,AN_EP22,AN_EP22,7:29,7:36,528647.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.12075239175132346,0.48471188119479586,0.025275977110644544,0.4559587836265564,0.5238026976585388,7,0.12075239175132346
BRI_WILTY_EP57_lie_16,1,0.3910283694664637,mean,BRI,57,BRI_EP57,BRI_EP57,14:41,14:47,360109.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.12036070724328363,0.39102836946646374,0.0036736379172199536,0.3863511085510254,0.396551102399826,6,0.12036070724328363
LS_WILTY_EP10_truth7,0,0.724409818649292,mean,LS,10,LS_EP10,LS_EP10,21:32,21:35,127520.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11894554570317273,0.724409818649292,0.028687689390718953,0.6978121399879456,0.7548085451126099,3,0.11894554570317273
YW_WILTY_EP70_lie20,1,0.3924647644162178,mean,YW,70,YW_EP70,YW_EP70,19:55,19:59,139050.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.11892431229352951,0.3924647644162178,0.001875531371573406,0.3904905021190643,0.3950036764144897,4,0.11892431229352951
BRI_WILTY_EP58_lie_15,1,0.3926292624738481,mean,BRI,58,BRI_EP58,BRI_EP58,12:30,12:39,691432.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.11875981423589921,0.3926292624738481,0.08359077044220839,0.3273918926715851,0.5132148861885071,9,0.11875981423589921
SB_WILTY_EP33_truth2,0,0.7232016026973724,mean,SB,33,SB_EP33,SB_EP33,11:40,11:44,212109.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11773732975125317,0.7232016026973724,0.05324363452310929,0.6734446883201599,0.7917343378067017,4,0.11773732975125317
AN_WILTY_EP18_lie8,1,0.4887511730194092,mean,AN,18,AN_EP18,AN_EP18,5:39,5:42,176040.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.11671309992671008,0.4887511730194092,0.0313268252674803,0.4665997624397278,0.5109025835990906,2,0.11671309992671008
SB_WILTY_EP33_lie4,1,0.3953426877657572,mean,SB,33,SB_EP33,SB_EP33,7:09,7:15,224136.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.11604638894399011,0.39534268776575726,0.06205457525793263,0.3588050603866577,0.5208342671394348,6,0.11604638894399011
SB_WILTY_EP31_truth3,0,0.721369206905365,mean,SB,31,SB_EP31,SB_EP31,5:20,5:24,204914.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11590493395924573,0.721369206905365,0.03095253662331078,0.6752052307128906,0.7411534786224365,4,0.11590493395924573
AN_WILTY_EP24_lie13,1,0.490342803299427,mean,AN,24,AN_EP24,AN_EP24,8:29,8:33,249294.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.11512146964669229,0.49034280329942703,0.04347971658099431,0.4419153928756714,0.5464722514152527,4,0.11512146964669229
SB_WILTY_EP42_lie10,1,0.3963296823203563,mean,SB,42,SB_EP42,SB_EP42,18:17,18:25,444664.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.115059394389391,0.39632968232035637,0.09485338105115947,0.3215737044811249,0.5138691067695618,8,0.115059394389391
AN_WILTY_EP24_lie2,1,0.4208802759647369,mean,AN,24,AN_EP24,AN_EP24,0:11,0:21,588020.0,fold2,0.5,0.5355864841313589,0,0,False,False,false_negative,-0.11470620816662197,0.4208802759647369,0.09866604232244026,0.2789980471134186,0.5357442498207092,10,0.11470620816662197
YW_WILTY_EP51_truth5,0,0.7193209826946259,mean,YW,51,YW_EP51,YW_EP51,25:31,25:35,308810.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11385670974850659,0.7193209826946259,0.019994976644872937,0.6899277567863464,0.7340482473373413,4,0.11385670974850659
LS_WILTY_EP4_truth2,0,0.718715250492096,mean,LS,4,LS_EP4,LS_EP4,7:44,7:53,633712.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11325097754597668,0.718715250492096,0.07246436320173073,0.5853244066238403,0.7854980230331421,9,0.11325097754597668
BRI_WILTY_EP61_truth_12,0,0.7179509401321411,mean,BRI,61,BRI_EP61,BRI_EP61,7:45,7:47,219449.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11248666718602185,0.7179509401321411,0.04472783722000416,0.6863235831260681,0.7495782971382141,2,0.11248666718602185
LS_WILTY_EP14_lie11,1,0.493536502122879,mean,LS,14,LS_EP14,LS_EP14,26:20,26:25,367878.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.11192777082324029,0.49353650212287903,0.0750934507104389,0.4096003770828247,0.5628488063812256,5,0.11192777082324029
LS_WILTY_EP7_truth8,0,0.716916044553121,mean,LS,7,LS_EP7,LS_EP7,22:38,22:41,122139.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.1114517716070017,0.716916044553121,0.03235723675419512,0.6973934173583984,0.7542661428451538,3,0.1114517716070017
LS_WILTY_EP10_lie1,1,0.494559109210968,mean,LS,10,LS_EP10,LS_EP10,4:25,4:30,430367.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.11090516373515125,0.4945591092109679,0.05975502955321603,0.4419869184494018,0.5958414077758789,5,0.11090516373515125
YW_WILTY_EP49_truth10,0,0.7161840200424194,mean,YW,49,YW_EP49,YW_EP49,25:00,25:07,521978.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.11071974709630017,0.7161840200424194,0.05593019702737772,0.6179322004318237,0.7886818647384644,7,0.11071974709630017
AN_WILTY_EP21_lie1,1,0.4948441386222839,mean,AN,21,AN_EP21,AN_EP21,1:51,1:56,309160.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.11062013432383538,0.49484413862228394,0.02049717988992677,0.4663742482662201,0.5185145735740662,5,0.11062013432383538
SB_WILTY_EP29_lie2,1,0.4954684547015598,mean,SB,29,SB_EP29,SB_EP29,1:36,1:43,594069.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10999581824455945,0.49546845470155987,0.01944276777620805,0.4716115295886993,0.520447313785553,7,0.10999581824455945
SB_WILTY_EP29_lie1,1,0.4957783967256546,mean,SB,29,SB_EP29,SB_EP29,1:27,1:31,499293.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10968587622046466,0.4957783967256546,0.016060514517364514,0.4719037413597107,0.5067539215087891,4,0.10968587622046466
SB_WILTY_EP36_lie3,1,0.4971000663936138,mean,SB,36,SB_EP36,SB_EP36,1:06,1:14,663015.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10836420655250545,0.4971000663936138,0.010749588610996851,0.4814608097076416,0.5162565112113953,8,0.10836420655250545
YW_WILTY_EP46_truth3,0,0.7135716279347738,mean,YW,46,YW_EP46,YW_EP46,14:03,14:06,337871.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10810735498865454,0.7135716279347738,0.06516264418432814,0.6531599760055542,0.7826232314109802,3,0.10810735498865454
LS_WILTY_EP75_lie9,1,0.4973622001707554,mean,LS,75,LS_EP75,LS_EP75,23:31,23:39,604479.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10810207277536388,0.4973622001707554,0.04051433595438745,0.4383386075496673,0.5472515225410461,8,0.10810207277536388
AN_WILTY_EP24_lie1,1,0.4975106716156006,mean,AN,24,AN_EP24,AN_EP24,0:03,0:06,203676.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10795360133051868,0.4975106716156006,0.02464283898647778,0.4757902026176452,0.5242905616760254,3,0.10795360133051868
LS_WILTY_EP75_lie8,1,0.4036040790379047,mean,LS,75,LS_EP75,LS_EP75,23:03,23:11,696633.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.10778499767184263,0.40360407903790474,0.055524153019233344,0.3638095259666443,0.4960964024066925,8,0.10778499767184263
BRI_WILTY_EP66_lie_10,1,0.4040847761290414,mean,BRI,66,BRI_EP66,BRI_EP66,12:24,12:32,481253.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.10730430058070589,0.4040847761290414,0.0809534560898218,0.3414514362812042,0.5323991179466248,7,0.10730430058070589
BRI_WILTY_EP59_deception_21,1,0.4982515037059783,mean,BRI,59,BRI_EP59,BRI_EP59,20:16,20:21,269853.0,fold1,0.5,0.6054642729461193,0,0,False,False,false_negative,-0.10721276924014095,0.49825150370597837,0.01417467932768019,0.4744719862937927,0.5111969113349915,5,0.10721276924014095
YW_WILTY_EP54_truth2,0,0.7125023007392883,mean,YW,54,YW_EP54,YW_EP54,3:09,3:13,427602.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10703802779316907,0.7125023007392883,0.06940570301379573,0.6126366257667542,0.7731161713600159,4,0.10703802779316907
LS_WILTY_EP1_lie5,1,0.4046151985724767,mean,LS,1,LS_EP1,LS_EP1,14:26,14:32,401422.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.10677387813727063,0.4046151985724767,0.08813560643655345,0.3342907428741455,0.5250845551490784,6,0.10677387813727063
YW_WILTY_EP53_truth4,0,0.7108941078186035,mean,YW,53,YW_EP53,YW_EP53,4:02,4:05,186451.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10542983487248425,0.7108941078186035,0.01177177168040755,0.7014029622077942,0.7240666151046753,3,0.10542983487248425
YW_WILTY_EP52_truth4,0,0.71087817634855,mean,YW,52,YW_EP52,YW_EP52,5:40,5:47,408568.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10541390340243073,0.71087817634855,0.059600185501339234,0.5910253524780273,0.7764107584953308,7,0.10541390340243073
YW_WILTY_EP56_lie4,1,0.4064685006936391,mean,YW,56,YW_EP56,YW_EP56,6:26,6:29,192272.0,fold3,0.5,0.5113890767097473,0,0,False,False,false_negative,-0.10492057601610821,0.40646850069363905,0.07299491911442128,0.3632346391677856,0.4907462894916534,3,0.10492057601610821
SB_WILTY_EP35_truth6,0,0.7102777123451233,mean,SB,35,SB_EP35,SB_EP35,8:53,8:58,207849.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.104813439399004,0.7102777123451233,0.03131550858487958,0.6635280847549438,0.7415247559547424,5,0.104813439399004
LS_WILTY_EP73_ true10,0,0.7100104331970215,mean,LS,73,LS_EP73,LS_EP73,8:49,8:54,382549.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10454616025090224,0.7100104331970215,0.08106759091749312,0.5714614987373352,0.7751212120056152,5,0.10454616025090224
AN_WILTY_EP22_lie21,1,0.5014492273330688,mean,AN,22,AN_EP22,AN_EP22,19:50,19:53,207797.0,fold1,0.5,0.6054642729461193,1,0,True,False,false_negative,-0.10401504561305042,0.5014492273330688,0.024771234029815032,0.4855182468891144,0.529988169670105,3,0.10401504561305042
SB_WILTY_EP38_lie3,1,0.5020482614636421,mean,SB,38,SB_EP38,SB_EP38,8:59,9:03,264825.0,fold1,0.5,0.6054642729461193,1,0,True,False,false_negative,-0.10341601148247714,0.5020482614636421,0.015354765717810819,0.4830556213855743,0.5159346461296082,4,0.10341601148247714
YW_WILTY_EP46_truth7,0,0.7081136703491211,mean,YW,46,YW_EP46,YW_EP46,19:22,19:25,466454.0,fold1,0.5,0.6054642729461193,1,1,False,False,false_positive,0.10264939740300183,0.7081136703491211,0.061463632619627305,0.6460673213005066,0.7689775228500366,3,0.10264939740300183
