video_id,video_path,filename_label,host,episode,episode_group_id,size_bytes,is_corrupt,yt_video_id,file_name,start_time,end_time,label,group_id,split,fold
AN_WILTY_EP17_lie15,data/raw/dolos/videos/AN_WILTY_EP17_lie15.mp4,1.0,AN,17,AN_EP17,129447.0,False,QbthTZVmNYk,AN_WILTY_EP17_lie15,24:15,24:19,1.0,AN_EP17,train,fold2
AN_WILTY_EP17_lie18,data/raw/dolos/videos/AN_WILTY_EP17_lie18.mp4,1.0,AN,17,AN_EP17,241186.0,False,QbthTZVmNYk,AN_WILTY_EP17_lie18,26:21,26:25,1.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth10,data/raw/dolos/videos/AN_WILTY_EP17_truth10.mp4,0.0,AN,17,AN_EP17,142869.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth10,20:15,20:20,0.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth11,data/raw/dolos/videos/AN_WILTY_EP17_truth11.mp4,0.0,AN,17,AN_EP17,389274.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth11,20:26,20:33,0.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth12,data/raw/dolos/videos/AN_WILTY_EP17_truth12.mp4,0.0,AN,17,AN_EP17,186372.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth12,20:45,20:48,0.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth3,data/raw/dolos/videos/AN_WILTY_EP17_truth3.mp4,0.0,AN,17,AN_EP17,195429.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth3,8:33,8:36,0.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth5,data/raw/dolos/videos/AN_WILTY_EP17_truth5.mp4,0.0,AN,17,AN_EP17,336961.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth5,9:23,9:28,0.0,AN_EP17,train,fold2
AN_WILTY_EP17_truth6,data/raw/dolos/videos/AN_WILTY_EP17_truth6.mp4,0.0,AN,17,AN_EP17,231921.0,False,QbthTZVmNYk,AN_WILTY_EP17_truth6,9:49,9:55,0.0,AN_EP17,train,fold2
AN_WILTY_EP18_lie11,data/raw/dolos/videos/AN_WILTY_EP18_lie11.mp4,1.0,AN,18,AN_EP18,126252.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie11,15:26,15:29,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie12,data/raw/dolos/videos/AN_WILTY_EP18_lie12.mp4,1.0,AN,18,AN_EP18,186753.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie12,15:36,15:39,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie16,data/raw/dolos/videos/AN_WILTY_EP18_lie16.mp4,1.0,AN,18,AN_EP18,133877.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie16,18:11,18:14,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie17,data/raw/dolos/videos/AN_WILTY_EP18_lie17.mp4,1.0,AN,18,AN_EP18,159918.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie17,18:16,18:19,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie18,data/raw/dolos/videos/AN_WILTY_EP18_lie18.mp4,1.0,AN,18,AN_EP18,180429.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie18,18:25,18:30,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie21,data/raw/dolos/videos/AN_WILTY_EP18_lie21.mp4,1.0,AN,18,AN_EP18,253811.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie21,21:06,21:13,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie22,data/raw/dolos/videos/AN_WILTY_EP18_lie22.mp4,1.0,AN,18,AN_EP18,158579.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie22,21:26,21:30,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie6,data/raw/dolos/videos/AN_WILTY_EP18_lie6.mp4,1.0,AN,18,AN_EP18,109772.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie6,5:07,5:10,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie7,data/raw/dolos/videos/AN_WILTY_EP18_lie7.mp4,1.0,AN,18,AN_EP18,172650.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie7,5:28,5:32,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie8,data/raw/dolos/videos/AN_WILTY_EP18_lie8.mp4,1.0,AN,18,AN_EP18,176040.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie8,5:39,5:42,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_lie9,data/raw/dolos/videos/AN_WILTY_EP18_lie9.mp4,1.0,AN,18,AN_EP18,245974.0,False,DJRLZV4Ec44,AN_WILTY_EP18_lie9,8:01,8:07,1.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth1,data/raw/dolos/videos/AN_WILTY_EP18_truth1.mp4,0.0,AN,18,AN_EP18,195907.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth1,1:48,1:53,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth13,data/raw/dolos/videos/AN_WILTY_EP18_truth13.mp4,0.0,AN,18,AN_EP18,141501.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth13,16:26,16:29,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth19,data/raw/dolos/videos/AN_WILTY_EP18_truth19.mp4,0.0,AN,18,AN_EP18,138623.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth19,19:59,20:03,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth2,data/raw/dolos/videos/AN_WILTY_EP18_truth2.mp4,0.0,AN,18,AN_EP18,211588.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth2,2:09,2:14,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth23,data/raw/dolos/videos/AN_WILTY_EP18_truth23.mp4,0.0,AN,18,AN_EP18,182136.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth23,22:46,22:50,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth3,data/raw/dolos/videos/AN_WILTY_EP18_truth3.mp4,0.0,AN,18,AN_EP18,158352.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth3,2:49,2:53,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth4,data/raw/dolos/videos/AN_WILTY_EP18_truth4.mp4,0.0,AN,18,AN_EP18,391304.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth4,2:59,3:06,0.0,AN_EP18,train,fold2
AN_WILTY_EP18_truth5,data/raw/dolos/videos/AN_WILTY_EP18_truth5.mp4,0.0,AN,18,AN_EP18,164409.0,False,DJRLZV4Ec44,AN_WILTY_EP18_truth5,3:17,3:20,0.0,AN_EP18,train,fold2
AN_WILTY_EP19_lie1,data/raw/dolos/videos/AN_WILTY_EP19_lie1.mp4,1.0,AN,19,AN_EP19,380644.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie1,2:11,2:17,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie10,data/raw/dolos/videos/AN_WILTY_EP19_lie10.mp4,1.0,AN,19,AN_EP19,190030.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie10,10:46,10:50,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie14,data/raw/dolos/videos/AN_WILTY_EP19_lie14.mp4,1.0,AN,19,AN_EP19,153929.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie14,19:55,19:58,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie15,data/raw/dolos/videos/AN_WILTY_EP19_lie15.mp4,1.0,AN,19,AN_EP19,303790.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie15,22:36,22:41,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie16,data/raw/dolos/videos/AN_WILTY_EP19_lie16.mp4,1.0,AN,19,AN_EP19,198916.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie16,22:55,22:58,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie19,data/raw/dolos/videos/AN_WILTY_EP19_lie19.mp4,1.0,AN,19,AN_EP19,242250.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie19,24:40,24:44,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie7,data/raw/dolos/videos/AN_WILTY_EP19_lie7.mp4,1.0,AN,19,AN_EP19,238215.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie7,9:37,9:42,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie8,data/raw/dolos/videos/AN_WILTY_EP19_lie8.mp4,1.0,AN,19,AN_EP19,272193.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie8,10:12,10:17,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_lie9,data/raw/dolos/videos/AN_WILTY_EP19_lie9.mp4,1.0,AN,19,AN_EP19,248513.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie9,10:23,10:28,1.0,AN_EP19,train,fold2
AN_WILTY_EP19_truth21,data/raw/dolos/videos/AN_WILTY_EP19_truth21.mp4,0.0,AN,19,AN_EP19,194524.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth21,26:39,26:42,0.0,AN_EP19,train,fold2
AN_WILTY_EP19_truth3,data/raw/dolos/videos/AN_WILTY_EP19_truth3.mp4,0.0,AN,19,AN_EP19,266159.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth3,5:24,5:28,0.0,AN_EP19,train,fold2
AN_WILTY_EP19_truth5,data/raw/dolos/videos/AN_WILTY_EP19_truth5.mp4,0.0,AN,19,AN_EP19,478476.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth5,6:08,6:16,0.0,AN_EP19,train,fold2
AN_WILTY_EP19_truth6,data/raw/dolos/videos/AN_WILTY_EP19_truth6.mp4,0.0,AN,19,AN_EP19,200292.0,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth6,8:09,8:13,0.0,AN_EP19,train,fold2
AN_WILTY_EP20_lie10,data/raw/dolos/videos/AN_WILTY_EP20_lie10.mp4,1.0,AN,20,AN_EP20,232500.0,False,VSSCH5LcafA,AN_WILTY_EP20_lie10,16:54,16:57,1.0,AN_EP20,train,fold2
AN_WILTY_EP20_lie5,data/raw/dolos/videos/AN_WILTY_EP20_lie5.mp4,1.0,AN,20,AN_EP20,99144.0,False,VSSCH5LcafA,AN_WILTY_EP20_lie5,8:54,8:57,1.0,AN_EP20,train,fold2
AN_WILTY_EP20_lie6,data/raw/dolos/videos/AN_WILTY_EP20_lie6.mp4,1.0,AN,20,AN_EP20,170347.0,False,VSSCH5LcafA,AN_WILTY_EP20_lie6,9:12,9:17,1.0,AN_EP20,train,fold2
AN_WILTY_EP20_lie7,data/raw/dolos/videos/AN_WILTY_EP20_lie7.mp4,1.0,AN,20,AN_EP20,380409.0,False,VSSCH5LcafA,AN_WILTY_EP20_lie7,9:53,9:59,1.0,AN_EP20,train,fold2
AN_WILTY_EP20_lie8,data/raw/dolos/videos/AN_WILTY_EP20_lie8.mp4,1.0,AN,20,AN_EP20,180831.0,False,VSSCH5LcafA,AN_WILTY_EP20_lie8,10:01,10:05,1.0,AN_EP20,train,fold2
AN_WILTY_EP20_truth1,data/raw/dolos/videos/AN_WILTY_EP20_truth1.mp4,0.0,AN,20,AN_EP20,156462.0,False,VSSCH5LcafA,AN_WILTY_EP20_truth1,1:55,1:59,0.0,AN_EP20,train,fold2
AN_WILTY_EP20_truth2,data/raw/dolos/videos/AN_WILTY_EP20_truth2.mp4,0.0,AN,20,AN_EP20,265082.0,False,VSSCH5LcafA,AN_WILTY_EP20_truth2,5:35,5:38,0.0,AN_EP20,train,fold2
AN_WILTY_EP20_truth3,data/raw/dolos/videos/AN_WILTY_EP20_truth3.mp4,0.0,AN,20,AN_EP20,232167.0,False,VSSCH5LcafA,AN_WILTY_EP20_truth3,6:01,6:06,0.0,AN_EP20,train,fold2
AN_WILTY_EP20_truth4,data/raw/dolos/videos/AN_WILTY_EP20_truth4.mp4,0.0,AN,20,AN_EP20,244555.0,False,VSSCH5LcafA,AN_WILTY_EP20_truth4,6:47,6:51,0.0,AN_EP20,train,fold2
AN_WILTY_EP21_lie1,data/raw/dolos/videos/AN_WILTY_EP21_lie1.mp4,1.0,AN,21,AN_EP21,309160.0,False,K9h744kQGTM,AN_WILTY_EP21_lie1,1:51,1:56,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie10,data/raw/dolos/videos/AN_WILTY_EP21_lie10.mp4,1.0,AN,21,AN_EP21,305718.0,False,K9h744kQGTM,AN_WILTY_EP21_lie10,17:35,17:40,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie11,data/raw/dolos/videos/AN_WILTY_EP21_lie11.mp4,1.0,AN,21,AN_EP21,169834.0,False,K9h744kQGTM,AN_WILTY_EP21_lie11,17:44,17:48,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie13,data/raw/dolos/videos/AN_WILTY_EP21_lie13.mp4,1.0,AN,21,AN_EP21,302256.0,False,K9h744kQGTM,AN_WILTY_EP21_lie13,21:47,21:52,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie14,data/raw/dolos/videos/AN_WILTY_EP21_lie14.mp4,1.0,AN,21,AN_EP21,447786.0,False,K9h744kQGTM,AN_WILTY_EP21_lie14,21:56,22:03,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie17,data/raw/dolos/videos/AN_WILTY_EP21_lie17.mp4,1.0,AN,21,AN_EP21,301294.0,False,K9h744kQGTM,AN_WILTY_EP21_lie17,23:01,23:06,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie18,data/raw/dolos/videos/AN_WILTY_EP21_lie18.mp4,1.0,AN,21,AN_EP21,237469.0,False,K9h744kQGTM,AN_WILTY_EP21_lie18,23:36,23:40,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie22,data/raw/dolos/videos/AN_WILTY_EP21_lie22.mp4,1.0,AN,21,AN_EP21,385056.0,False,K9h744kQGTM,AN_WILTY_EP21_lie22,25:36,25:40,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie23,data/raw/dolos/videos/AN_WILTY_EP21_lie23.mp4,1.0,AN,21,AN_EP21,261314.0,False,K9h744kQGTM,AN_WILTY_EP21_lie23,26:04,26:08,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie24,data/raw/dolos/videos/AN_WILTY_EP21_lie24.mp4,1.0,AN,21,AN_EP21,312527.0,False,K9h744kQGTM,AN_WILTY_EP21_lie24,27:10,27:15,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie6,data/raw/dolos/videos/AN_WILTY_EP21_lie6.mp4,1.0,AN,21,AN_EP21,398291.0,False,K9h744kQGTM,AN_WILTY_EP21_lie6,8:51,8:58,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie7,data/raw/dolos/videos/AN_WILTY_EP21_lie7.mp4,1.0,AN,21,AN_EP21,178902.0,False,K9h744kQGTM,AN_WILTY_EP21_lie7,9:02,9:05,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_lie8,data/raw/dolos/videos/AN_WILTY_EP21_lie8.mp4,1.0,AN,21,AN_EP21,248570.0,False,K9h744kQGTM,AN_WILTY_EP21_lie8,9:09,9:13,1.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth19,data/raw/dolos/videos/AN_WILTY_EP21_truth19.mp4,0.0,AN,21,AN_EP21,184156.0,False,K9h744kQGTM,AN_WILTY_EP21_truth19,23:44,23:47,0.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth2,data/raw/dolos/videos/AN_WILTY_EP21_truth2.mp4,0.0,AN,21,AN_EP21,306894.0,False,K9h744kQGTM,AN_WILTY_EP21_truth2,5:44,5:49,0.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth20,data/raw/dolos/videos/AN_WILTY_EP21_truth20.mp4,0.0,AN,21,AN_EP21,245336.0,False,K9h744kQGTM,AN_WILTY_EP21_truth20,24:10,24:14,0.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth21,data/raw/dolos/videos/AN_WILTY_EP21_truth21.mp4,0.0,AN,21,AN_EP21,161228.0,False,K9h744kQGTM,AN_WILTY_EP21_truth21,24:20,24:24,0.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth3,data/raw/dolos/videos/AN_WILTY_EP21_truth3.mp4,0.0,AN,21,AN_EP21,406956.0,False,K9h744kQGTM,AN_WILTY_EP21_truth3,5:58,6:05,0.0,AN_EP21,train,fold2
AN_WILTY_EP21_truth4,data/raw/dolos/videos/AN_WILTY_EP21_truth4.mp4,0.0,AN,21,AN_EP21,442749.0,False,K9h744kQGTM,AN_WILTY_EP21_truth4,7:04,7:10,0.0,AN_EP21,train,fold2
AN_WILTY_EP22_lie10,data/raw/dolos/videos/AN_WILTY_EP22_lie10.mp4,1.0,AN,22,AN_EP22,465009.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie10,8:32,8:37,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie11,data/raw/dolos/videos/AN_WILTY_EP22_lie11.mp4,1.0,AN,22,AN_EP22,471021.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie11,8:58,9:02,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie17,data/raw/dolos/videos/AN_WILTY_EP22_lie17.mp4,1.0,AN,22,AN_EP22,366162.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie17,18:18,18:22,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie21,data/raw/dolos/videos/AN_WILTY_EP22_lie21.mp4,1.0,AN,22,AN_EP22,207797.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie21,19:50,19:53,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie23,data/raw/dolos/videos/AN_WILTY_EP22_lie23.mp4,1.0,AN,22,AN_EP22,216823.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie23,20:03,20:06,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie25,data/raw/dolos/videos/AN_WILTY_EP22_lie25.mp4,1.0,AN,22,AN_EP22,269949.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie25,21:22,21:25,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie26,data/raw/dolos/videos/AN_WILTY_EP22_lie26.mp4,1.0,AN,22,AN_EP22,505546.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie26,21:27,21:33,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie28,data/raw/dolos/videos/AN_WILTY_EP22_lie28.mp4,1.0,AN,22,AN_EP22,553092.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie28,24:06,24:14,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie29,data/raw/dolos/videos/AN_WILTY_EP22_lie29.mp4,1.0,AN,22,AN_EP22,365796.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie29,24:20,24:27,1.0,AN_EP22,train,fold2
AN_WILTY_EP22_lie5,data/raw/dolos/videos/AN_WILTY_EP22_lie5.mp4,1.0,AN,22,AN_EP22,318335.0,False,4guAsXvaYfE,AN_WILTY_EP22_lie5,4:43,4:46,1.0,AN_EP22,train,fold2
