video_id,video_path,filename_label,host,episode,episode_group_id,size_bytes,is_corrupt,yt_video_id,file_name,start_time,end_time,label,group_id
AN_WILTY_EP15_truth1,data/raw/dolos/videos/AN_WILTY_EP15_truth1.mp4,0.0,AN,15,AN_EP15,426368,False,UCPIBQDI0QM,AN_WILTY_EP15_truth1,2:06,2:11,0,AN_EP15
AN_WILTY_EP15_truth2,data/raw/dolos/videos/AN_WILTY_EP15_truth2.mp4,0.0,AN,15,AN_EP15,615980,False,UCPIBQDI0QM,AN_WILTY_EP15_truth2,2:25,2:32,0,AN_EP15
AN_WILTY_EP15_truth20,data/raw/dolos/videos/AN_WILTY_EP15_truth20.mp4,0.0,AN,15,AN_EP15,414000,False,UCPIBQDI0QM,AN_WILTY_EP15_truth20,25:26,25:31,0,AN_EP15
AN_WILTY_EP15_truth21,data/raw/dolos/videos/AN_WILTY_EP15_truth21.mp4,0.0,AN,15,AN_EP15,361825,False,UCPIBQDI0QM,AN_WILTY_EP15_truth21,25:35,25:39,0,AN_EP15
AN_WILTY_EP15_truth22,data/raw/dolos/videos/AN_WILTY_EP15_truth22.mp4,0.0,AN,15,AN_EP15,448810,False,UCPIBQDI0QM,AN_WILTY_EP15_truth22,25:44,25:47,0,AN_EP15
AN_WILTY_EP15_truth23,data/raw/dolos/videos/AN_WILTY_EP15_truth23.mp4,0.0,AN,15,AN_EP15,945472,False,UCPIBQDI0QM,AN_WILTY_EP15_truth23,26:14,26:23,0,AN_EP15
AN_WILTY_EP15_truth24,data/raw/dolos/videos/AN_WILTY_EP15_truth24.mp4,0.0,AN,15,AN_EP15,601684,False,UCPIBQDI0QM,AN_WILTY_EP15_truth24,26:28,26:37,0,AN_EP15
AN_WILTY_EP15_truth3,data/raw/dolos/videos/AN_WILTY_EP15_truth3.mp4,0.0,AN,15,AN_EP15,255663,False,UCPIBQDI0QM,AN_WILTY_EP15_truth3,5:50,5:55,0,AN_EP15
AN_WILTY_EP15_truth6,data/raw/dolos/videos/AN_WILTY_EP15_truth6.mp4,0.0,AN,15,AN_EP15,532993,False,UCPIBQDI0QM,AN_WILTY_EP15_truth6,8:58,9:04,0,AN_EP15
AN_WILTY_EP15_truth7,data/raw/dolos/videos/AN_WILTY_EP15_truth7.mp4,0.0,AN,15,AN_EP15,401721,False,UCPIBQDI0QM,AN_WILTY_EP15_truth7,9:48,9:51,0,AN_EP15
AN_WILTY_EP15_truth8,data/raw/dolos/videos/AN_WILTY_EP15_truth8.mp4,0.0,AN,15,AN_EP15,405540,False,UCPIBQDI0QM,AN_WILTY_EP15_truth8,17:04,17:08,0,AN_EP15
AN_WILTY_EP15_truth9,data/raw/dolos/videos/AN_WILTY_EP15_truth9.mp4,0.0,AN,15,AN_EP15,264125,False,UCPIBQDI0QM,AN_WILTY_EP15_truth9,17:44,17:47,0,AN_EP15
AN_WILTY_EP16_lie1,data/raw/dolos/videos/AN_WILTY_EP16_lie1.mp4,1.0,AN,16,AN_EP16,187844,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie1,2:04,2:07,1,AN_EP16
AN_WILTY_EP16_lie17,data/raw/dolos/videos/AN_WILTY_EP16_lie17.mp4,1.0,AN,16,AN_EP16,289752,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie17,16:11,16:21,1,AN_EP16
AN_WILTY_EP16_lie18,data/raw/dolos/videos/AN_WILTY_EP16_lie18.mp4,1.0,AN,16,AN_EP16,150658,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie18,17:11,17:14,1,AN_EP16
AN_WILTY_EP16_lie19,data/raw/dolos/videos/AN_WILTY_EP16_lie19.mp4,1.0,AN,16,AN_EP16,175081,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie19,21:12,21:16,1,AN_EP16
AN_WILTY_EP16_lie2,data/raw/dolos/videos/AN_WILTY_EP16_lie2.mp4,1.0,AN,16,AN_EP16,214441,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie2,2:21,2:27,1,AN_EP16
AN_WILTY_EP16_lie20,data/raw/dolos/videos/AN_WILTY_EP16_lie20.mp4,1.0,AN,16,AN_EP16,249475,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie20,21:25,21:30,1,AN_EP16
AN_WILTY_EP16_lie21,data/raw/dolos/videos/AN_WILTY_EP16_lie21.mp4,1.0,AN,16,AN_EP16,175377,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie21,21:34,21:39,1,AN_EP16
AN_WILTY_EP16_lie3,data/raw/dolos/videos/AN_WILTY_EP16_lie3.mp4,1.0,AN,16,AN_EP16,332151,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie3,2:42,2:46,1,AN_EP16
AN_WILTY_EP16_lie4,data/raw/dolos/videos/AN_WILTY_EP16_lie4.mp4,1.0,AN,16,AN_EP16,156193,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie4,2:50,2:54,1,AN_EP16
AN_WILTY_EP16_lie5,data/raw/dolos/videos/AN_WILTY_EP16_lie5.mp4,1.0,AN,16,AN_EP16,178456,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie5,3:01,3:05,1,AN_EP16
AN_WILTY_EP16_lie6,data/raw/dolos/videos/AN_WILTY_EP16_lie6.mp4,1.0,AN,16,AN_EP16,224106,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie6,3:11,3:15,1,AN_EP16
AN_WILTY_EP16_lie7,data/raw/dolos/videos/AN_WILTY_EP16_lie7.mp4,1.0,AN,16,AN_EP16,96823,False,hhSNKJ_lcNU,AN_WILTY_EP16_lie7,3:33,3:36,1,AN_EP16
AN_WILTY_EP16_truth10,data/raw/dolos/videos/AN_WILTY_EP16_truth10.mp4,0.0,AN,16,AN_EP16,265297,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth10,6:04,6:09,0,AN_EP16
AN_WILTY_EP16_truth11,data/raw/dolos/videos/AN_WILTY_EP16_truth11.mp4,0.0,AN,16,AN_EP16,108647,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth11,6:14,6:17,0,AN_EP16
AN_WILTY_EP16_truth12,data/raw/dolos/videos/AN_WILTY_EP16_truth12.mp4,0.0,AN,16,AN_EP16,207996,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth12,8:51,8:58,0,AN_EP16
AN_WILTY_EP16_truth13,data/raw/dolos/videos/AN_WILTY_EP16_truth13.mp4,0.0,AN,16,AN_EP16,283334,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth13,9:07,9:11,0,AN_EP16
AN_WILTY_EP16_truth14,data/raw/dolos/videos/AN_WILTY_EP16_truth14.mp4,0.0,AN,16,AN_EP16,365395,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth14,9:40,9:47,0,AN_EP16
AN_WILTY_EP16_truth15,data/raw/dolos/videos/AN_WILTY_EP16_truth15.mp4,0.0,AN,16,AN_EP16,123109,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth15,9:50,9:53,0,AN_EP16
AN_WILTY_EP16_truth16,data/raw/dolos/videos/AN_WILTY_EP16_truth16.mp4,0.0,AN,16,AN_EP16,338085,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth16,15:57,16:06,0,AN_EP16
AN_WILTY_EP16_truth22,data/raw/dolos/videos/AN_WILTY_EP16_truth22.mp4,0.0,AN,16,AN_EP16,294714,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth22,23:18,23:25,0,AN_EP16
AN_WILTY_EP16_truth23,data/raw/dolos/videos/AN_WILTY_EP16_truth23.mp4,0.0,AN,16,AN_EP16,177085,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth23,23:36,23:40,0,AN_EP16
AN_WILTY_EP16_truth24,data/raw/dolos/videos/AN_WILTY_EP16_truth24.mp4,0.0,AN,16,AN_EP16,205562,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth24,23:57,24:04,0,AN_EP16
AN_WILTY_EP16_truth25,data/raw/dolos/videos/AN_WILTY_EP16_truth25.mp4,0.0,AN,16,AN_EP16,154309,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth25,25:15,25:19,0,AN_EP16
AN_WILTY_EP16_truth26,data/raw/dolos/videos/AN_WILTY_EP16_truth26.mp4,0.0,AN,16,AN_EP16,199276,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth26,25:59,26:04,0,AN_EP16
AN_WILTY_EP16_truth8,data/raw/dolos/videos/AN_WILTY_EP16_truth8.mp4,0.0,AN,16,AN_EP16,303032,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth8,5:29,5:37,0,AN_EP16
AN_WILTY_EP16_truth9,data/raw/dolos/videos/AN_WILTY_EP16_truth9.mp4,0.0,AN,16,AN_EP16,155523,False,hhSNKJ_lcNU,AN_WILTY_EP16_truth9,5:55,6,0,AN_EP16
AN_WILTY_EP17_lie1,data/raw/dolos/videos/AN_WILTY_EP17_lie1.mp4,1.0,AN,17,AN_EP17,261297,False,QbthTZVmNYk,AN_WILTY_EP17_lie1,1:43,1:48,1,AN_EP17
AN_WILTY_EP17_lie13,data/raw/dolos/videos/AN_WILTY_EP17_lie13.mp4,1.0,AN,17,AN_EP17,246947,False,QbthTZVmNYk,AN_WILTY_EP17_lie13,23:08,23:15,1,AN_EP17
AN_WILTY_EP17_lie14,data/raw/dolos/videos/AN_WILTY_EP17_lie14.mp4,1.0,AN,17,AN_EP17,198245,False,QbthTZVmNYk,AN_WILTY_EP17_lie14,23:38,23:42,1,AN_EP17
AN_WILTY_EP17_lie15,data/raw/dolos/videos/AN_WILTY_EP17_lie15.mp4,1.0,AN,17,AN_EP17,129447,False,QbthTZVmNYk,AN_WILTY_EP17_lie15,24:15,24:19,1,AN_EP17
AN_WILTY_EP17_lie16,data/raw/dolos/videos/AN_WILTY_EP17_lie16.mp4,1.0,AN,17,AN_EP17,94809,False,QbthTZVmNYk,AN_WILTY_EP17_lie16,25:54,25:57,1,AN_EP17
AN_WILTY_EP17_lie17,data/raw/dolos/videos/AN_WILTY_EP17_lie17.mp4,1.0,AN,17,AN_EP17,284249,False,QbthTZVmNYk,AN_WILTY_EP17_lie17,26:00,26:03,1,AN_EP17
AN_WILTY_EP17_lie18,data/raw/dolos/videos/AN_WILTY_EP17_lie18.mp4,1.0,AN,17,AN_EP17,241186,False,QbthTZVmNYk,AN_WILTY_EP17_lie18,26:21,26:25,1,AN_EP17
AN_WILTY_EP17_lie19,data/raw/dolos/videos/AN_WILTY_EP17_lie19.mp4,1.0,AN,17,AN_EP17,210401,False,QbthTZVmNYk,AN_WILTY_EP17_lie19,26:32,26:35,1,AN_EP17
AN_WILTY_EP17_lie8,data/raw/dolos/videos/AN_WILTY_EP17_lie8.mp4,1.0,AN,17,AN_EP17,136030,False,QbthTZVmNYk,AN_WILTY_EP17_lie8,16:26,16:29,1,AN_EP17
AN_WILTY_EP17_lie9,data/raw/dolos/videos/AN_WILTY_EP17_lie9.mp4,1.0,AN,17,AN_EP17,273549,False,QbthTZVmNYk,AN_WILTY_EP17_lie9,16:33,16:39,1,AN_EP17
AN_WILTY_EP17_truth10,data/raw/dolos/videos/AN_WILTY_EP17_truth10.mp4,0.0,AN,17,AN_EP17,142869,False,QbthTZVmNYk,AN_WILTY_EP17_truth10,20:15,20:20,0,AN_EP17
AN_WILTY_EP17_truth11,data/raw/dolos/videos/AN_WILTY_EP17_truth11.mp4,0.0,AN,17,AN_EP17,389274,False,QbthTZVmNYk,AN_WILTY_EP17_truth11,20:26,20:33,0,AN_EP17
AN_WILTY_EP17_truth12,data/raw/dolos/videos/AN_WILTY_EP17_truth12.mp4,0.0,AN,17,AN_EP17,186372,False,QbthTZVmNYk,AN_WILTY_EP17_truth12,20:45,20:48,0,AN_EP17
AN_WILTY_EP17_truth3,data/raw/dolos/videos/AN_WILTY_EP17_truth3.mp4,0.0,AN,17,AN_EP17,195429,False,QbthTZVmNYk,AN_WILTY_EP17_truth3,8:33,8:36,0,AN_EP17
AN_WILTY_EP17_truth4,data/raw/dolos/videos/AN_WILTY_EP17_truth4.mp4,0.0,AN,17,AN_EP17,259432,False,QbthTZVmNYk,AN_WILTY_EP17_truth4,8:50,8:53,0,AN_EP17
AN_WILTY_EP17_truth5,data/raw/dolos/videos/AN_WILTY_EP17_truth5.mp4,0.0,AN,17,AN_EP17,336961,False,QbthTZVmNYk,AN_WILTY_EP17_truth5,9:23,9:28,0,AN_EP17
AN_WILTY_EP17_truth6,data/raw/dolos/videos/AN_WILTY_EP17_truth6.mp4,0.0,AN,17,AN_EP17,231921,False,QbthTZVmNYk,AN_WILTY_EP17_truth6,9:49,9:55,0,AN_EP17
AN_WILTY_EP17_truth7,data/raw/dolos/videos/AN_WILTY_EP17_truth7.mp4,0.0,AN,17,AN_EP17,141791,False,QbthTZVmNYk,AN_WILTY_EP17_truth7,16:14,16:17,0,AN_EP17
AN_WILTY_EP18_lie10,data/raw/dolos/videos/AN_WILTY_EP18_lie10.mp4,1.0,AN,18,AN_EP18,261406,False,DJRLZV4Ec44,AN_WILTY_EP18_lie10,9:42,9:48,1,AN_EP18
AN_WILTY_EP18_lie11,data/raw/dolos/videos/AN_WILTY_EP18_lie11.mp4,1.0,AN,18,AN_EP18,126252,False,DJRLZV4Ec44,AN_WILTY_EP18_lie11,15:26,15:29,1,AN_EP18
AN_WILTY_EP18_lie12,data/raw/dolos/videos/AN_WILTY_EP18_lie12.mp4,1.0,AN,18,AN_EP18,186753,False,DJRLZV4Ec44,AN_WILTY_EP18_lie12,15:36,15:39,1,AN_EP18
AN_WILTY_EP18_lie14,data/raw/dolos/videos/AN_WILTY_EP18_lie14.mp4,1.0,AN,18,AN_EP18,212339,False,DJRLZV4Ec44,AN_WILTY_EP18_lie14,17:41,17:47,1,AN_EP18
AN_WILTY_EP18_lie15,data/raw/dolos/videos/AN_WILTY_EP18_lie15.mp4,1.0,AN,18,AN_EP18,234240,False,DJRLZV4Ec44,AN_WILTY_EP18_lie15,17:55,18:01,1,AN_EP18
AN_WILTY_EP18_lie16,data/raw/dolos/videos/AN_WILTY_EP18_lie16.mp4,1.0,AN,18,AN_EP18,133877,False,DJRLZV4Ec44,AN_WILTY_EP18_lie16,18:11,18:14,1,AN_EP18
AN_WILTY_EP18_lie17,data/raw/dolos/videos/AN_WILTY_EP18_lie17.mp4,1.0,AN,18,AN_EP18,159918,False,DJRLZV4Ec44,AN_WILTY_EP18_lie17,18:16,18:19,1,AN_EP18
AN_WILTY_EP18_lie18,data/raw/dolos/videos/AN_WILTY_EP18_lie18.mp4,1.0,AN,18,AN_EP18,180429,False,DJRLZV4Ec44,AN_WILTY_EP18_lie18,18:25,18:30,1,AN_EP18
AN_WILTY_EP18_lie20,data/raw/dolos/videos/AN_WILTY_EP18_lie20.mp4,1.0,AN,18,AN_EP18,196605,False,DJRLZV4Ec44,AN_WILTY_EP18_lie20,20:40,20:45,1,AN_EP18
AN_WILTY_EP18_lie21,data/raw/dolos/videos/AN_WILTY_EP18_lie21.mp4,1.0,AN,18,AN_EP18,253811,False,DJRLZV4Ec44,AN_WILTY_EP18_lie21,21:06,21:13,1,AN_EP18
AN_WILTY_EP18_lie22,data/raw/dolos/videos/AN_WILTY_EP18_lie22.mp4,1.0,AN,18,AN_EP18,158579,False,DJRLZV4Ec44,AN_WILTY_EP18_lie22,21:26,21:30,1,AN_EP18
AN_WILTY_EP18_lie6,data/raw/dolos/videos/AN_WILTY_EP18_lie6.mp4,1.0,AN,18,AN_EP18,109772,False,DJRLZV4Ec44,AN_WILTY_EP18_lie6,5:07,5:10,1,AN_EP18
AN_WILTY_EP18_lie7,data/raw/dolos/videos/AN_WILTY_EP18_lie7.mp4,1.0,AN,18,AN_EP18,172650,False,DJRLZV4Ec44,AN_WILTY_EP18_lie7,5:28,5:32,1,AN_EP18
AN_WILTY_EP18_lie8,data/raw/dolos/videos/AN_WILTY_EP18_lie8.mp4,1.0,AN,18,AN_EP18,176040,False,DJRLZV4Ec44,AN_WILTY_EP18_lie8,5:39,5:42,1,AN_EP18
AN_WILTY_EP18_lie9,data/raw/dolos/videos/AN_WILTY_EP18_lie9.mp4,1.0,AN,18,AN_EP18,245974,False,DJRLZV4Ec44,AN_WILTY_EP18_lie9,8:01,8:07,1,AN_EP18
AN_WILTY_EP18_truth1,data/raw/dolos/videos/AN_WILTY_EP18_truth1.mp4,0.0,AN,18,AN_EP18,195907,False,DJRLZV4Ec44,AN_WILTY_EP18_truth1,1:48,1:53,0,AN_EP18
AN_WILTY_EP18_truth13,data/raw/dolos/videos/AN_WILTY_EP18_truth13.mp4,0.0,AN,18,AN_EP18,141501,False,DJRLZV4Ec44,AN_WILTY_EP18_truth13,16:26,16:29,0,AN_EP18
AN_WILTY_EP18_truth19,data/raw/dolos/videos/AN_WILTY_EP18_truth19.mp4,0.0,AN,18,AN_EP18,138623,False,DJRLZV4Ec44,AN_WILTY_EP18_truth19,19:59,20:03,0,AN_EP18
AN_WILTY_EP18_truth2,data/raw/dolos/videos/AN_WILTY_EP18_truth2.mp4,0.0,AN,18,AN_EP18,211588,False,DJRLZV4Ec44,AN_WILTY_EP18_truth2,2:09,2:14,0,AN_EP18
AN_WILTY_EP18_truth23,data/raw/dolos/videos/AN_WILTY_EP18_truth23.mp4,0.0,AN,18,AN_EP18,182136,False,DJRLZV4Ec44,AN_WILTY_EP18_truth23,22:46,22:50,0,AN_EP18
AN_WILTY_EP18_truth3,data/raw/dolos/videos/AN_WILTY_EP18_truth3.mp4,0.0,AN,18,AN_EP18,158352,False,DJRLZV4Ec44,AN_WILTY_EP18_truth3,2:49,2:53,0,AN_EP18
AN_WILTY_EP18_truth4,data/raw/dolos/videos/AN_WILTY_EP18_truth4.mp4,0.0,AN,18,AN_EP18,391304,False,DJRLZV4Ec44,AN_WILTY_EP18_truth4,2:59,3:06,0,AN_EP18
AN_WILTY_EP18_truth5,data/raw/dolos/videos/AN_WILTY_EP18_truth5.mp4,0.0,AN,18,AN_EP18,164409,False,DJRLZV4Ec44,AN_WILTY_EP18_truth5,3:17,3:20,0,AN_EP18
AN_WILTY_EP19_lie1,data/raw/dolos/videos/AN_WILTY_EP19_lie1.mp4,1.0,AN,19,AN_EP19,380644,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie1,2:11,2:17,1,AN_EP19
AN_WILTY_EP19_lie10,data/raw/dolos/videos/AN_WILTY_EP19_lie10.mp4,1.0,AN,19,AN_EP19,190030,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie10,10:46,10:50,1,AN_EP19
AN_WILTY_EP19_lie11,data/raw/dolos/videos/AN_WILTY_EP19_lie11.mp4,1.0,AN,19,AN_EP19,175945,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie11,16:08,16:12,1,AN_EP19
AN_WILTY_EP19_lie12,data/raw/dolos/videos/AN_WILTY_EP19_lie12.mp4,1.0,AN,19,AN_EP19,268934,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie12,16:17,16:22,1,AN_EP19
AN_WILTY_EP19_lie13,data/raw/dolos/videos/AN_WILTY_EP19_lie13.mp4,1.0,AN,19,AN_EP19,288309,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie13,19:34,19:38,1,AN_EP19
AN_WILTY_EP19_lie14,data/raw/dolos/videos/AN_WILTY_EP19_lie14.mp4,1.0,AN,19,AN_EP19,153929,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie14,19:55,19:58,1,AN_EP19
AN_WILTY_EP19_lie15,data/raw/dolos/videos/AN_WILTY_EP19_lie15.mp4,1.0,AN,19,AN_EP19,303790,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie15,22:36,22:41,1,AN_EP19
AN_WILTY_EP19_lie16,data/raw/dolos/videos/AN_WILTY_EP19_lie16.mp4,1.0,AN,19,AN_EP19,198916,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie16,22:55,22:58,1,AN_EP19
AN_WILTY_EP19_lie17,data/raw/dolos/videos/AN_WILTY_EP19_lie17.mp4,1.0,AN,19,AN_EP19,291696,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie17,23:14,23:18,1,AN_EP19
AN_WILTY_EP19_lie18,data/raw/dolos/videos/AN_WILTY_EP19_lie18.mp4,1.0,AN,19,AN_EP19,205434,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie18,23:22,23:27,1,AN_EP19
AN_WILTY_EP19_lie19,data/raw/dolos/videos/AN_WILTY_EP19_lie19.mp4,1.0,AN,19,AN_EP19,242250,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie19,24:40,24:44,1,AN_EP19
AN_WILTY_EP19_lie2,data/raw/dolos/videos/AN_WILTY_EP19_lie2.mp4,1.0,AN,19,AN_EP19,398816,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie2,3:01,3:08,1,AN_EP19
AN_WILTY_EP19_lie7,data/raw/dolos/videos/AN_WILTY_EP19_lie7.mp4,1.0,AN,19,AN_EP19,238215,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie7,9:37,9:42,1,AN_EP19
AN_WILTY_EP19_lie8,data/raw/dolos/videos/AN_WILTY_EP19_lie8.mp4,1.0,AN,19,AN_EP19,272193,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie8,10:12,10:17,1,AN_EP19
AN_WILTY_EP19_lie9,data/raw/dolos/videos/AN_WILTY_EP19_lie9.mp4,1.0,AN,19,AN_EP19,248513,False,ZrnEJ5g4CLU,AN_WILTY_EP19_lie9,10:23,10:28,1,AN_EP19
AN_WILTY_EP19_truth20,data/raw/dolos/videos/AN_WILTY_EP19_truth20.mp4,0.0,AN,19,AN_EP19,193425,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth20,25:50,25:56,0,AN_EP19
AN_WILTY_EP19_truth21,data/raw/dolos/videos/AN_WILTY_EP19_truth21.mp4,0.0,AN,19,AN_EP19,194524,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth21,26:39,26:42,0,AN_EP19
AN_WILTY_EP19_truth3,data/raw/dolos/videos/AN_WILTY_EP19_truth3.mp4,0.0,AN,19,AN_EP19,266159,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth3,5:24,5:28,0,AN_EP19
AN_WILTY_EP19_truth4,data/raw/dolos/videos/AN_WILTY_EP19_truth4.mp4,0.0,AN,19,AN_EP19,112423,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth4,5:33,5:36,0,AN_EP19
AN_WILTY_EP19_truth5,data/raw/dolos/videos/AN_WILTY_EP19_truth5.mp4,0.0,AN,19,AN_EP19,478476,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth5,6:08,6:16,0,AN_EP19
AN_WILTY_EP19_truth6,data/raw/dolos/videos/AN_WILTY_EP19_truth6.mp4,0.0,AN,19,AN_EP19,200292,False,ZrnEJ5g4CLU,AN_WILTY_EP19_truth6,8:09,8:13,0,AN_EP19
AN_WILTY_EP20_lie10,data/raw/dolos/videos/AN_WILTY_EP20_lie10.mp4,1.0,AN,20,AN_EP20,232500,False,VSSCH5LcafA,AN_WILTY_EP20_lie10,16:54,16:57,1,AN_EP20
AN_WILTY_EP20_lie12,data/raw/dolos/videos/AN_WILTY_EP20_lie12.mp4,1.0,AN,20,AN_EP20,430665,False,VSSCH5LcafA,AN_WILTY_EP20_lie12,18:54,19:01,1,AN_EP20
AN_WILTY_EP20_lie13,data/raw/dolos/videos/AN_WILTY_EP20_lie13.mp4,1.0,AN,20,AN_EP20,128657,False,VSSCH5LcafA,AN_WILTY_EP20_lie13,19:12,19:15,1,AN_EP20
AN_WILTY_EP20_lie14,data/raw/dolos/videos/AN_WILTY_EP20_lie14.mp4,1.0,AN,20,AN_EP20,183033,False,VSSCH5LcafA,AN_WILTY_EP20_lie14,24:35,24:39,1,AN_EP20
AN_WILTY_EP20_lie15,data/raw/dolos/videos/AN_WILTY_EP20_lie15.mp4,1.0,AN,20,AN_EP20,413368,False,VSSCH5LcafA,AN_WILTY_EP20_lie15,25:26,25:35,1,AN_EP20
AN_WILTY_EP20_lie16,data/raw/dolos/videos/AN_WILTY_EP20_lie16.mp4,1.0,AN,20,AN_EP20,310623,False,VSSCH5LcafA,AN_WILTY_EP20_lie16,26:05,26:10,1,AN_EP20
AN_WILTY_EP20_lie5,data/raw/dolos/videos/AN_WILTY_EP20_lie5.mp4,1.0,AN,20,AN_EP20,99144,False,VSSCH5LcafA,AN_WILTY_EP20_lie5,8:54,8:57,1,AN_EP20
AN_WILTY_EP20_lie6,data/raw/dolos/videos/AN_WILTY_EP20_lie6.mp4,1.0,AN,20,AN_EP20,170347,False,VSSCH5LcafA,AN_WILTY_EP20_lie6,9:12,9:17,1,AN_EP20
AN_WILTY_EP20_lie7,data/raw/dolos/videos/AN_WILTY_EP20_lie7.mp4,1.0,AN,20,AN_EP20,380409,False,VSSCH5LcafA,AN_WILTY_EP20_lie7,9:53,9:59,1,AN_EP20
