fold,split,video_id
1,train,LS_WILTY_EP8_lie2
1,train,LS_WILTY_EP8_lie3
1,train,LS_WILTY_EP8_lie5
1,train,LS_WILTY_EP8_lie7
1,train,LS_WILTY_EP8_lie9
1,train,LS_WILTY_EP8_truth1
1,train,LS_WILTY_EP8_truth2
1,train,LS_WILTY_EP8_truth4
1,train,LS_WILTY_EP9_lie7
1,train,SB_WILTY_EP30_lie11
1,train,SB_WILTY_EP30_lie13
1,train,SB_WILTY_EP30_lie16
1,train,SB_WILTY_EP30_lie17
1,train,SB_WILTY_EP30_lie19
1,train,SB_WILTY_EP30_lie21
1,train,SB_WILTY_EP30_lie24
1,train,SB_WILTY_EP30_lie25
1,train,SB_WILTY_EP30_lie26
1,train,SB_WILTY_EP30_lie5
1,train,SB_WILTY_EP30_lie6
1,train,SB_WILTY_EP30_lie7
1,train,SB_WILTY_EP30_lie9
1,train,SB_WILTY_EP30_truth1
1,train,SB_WILTY_EP30_truth10
1,train,SB_WILTY_EP30_truth12
1,train,SB_WILTY_EP30_truth14
1,train,SB_WILTY_EP30_truth15
1,train,SB_WILTY_EP30_truth16
1,train,SB_WILTY_EP30_truth2
1,train,SB_WILTY_EP30_truth3
1,train,SB_WILTY_EP30_truth4
1,train,SB_WILTY_EP30_truth5
1,train,SB_WILTY_EP30_truth6
1,train,SB_WILTY_EP39_lie3
1,train,SB_WILTY_EP39_lie4
1,train,SB_WILTY_EP39_lie5
1,train,SB_WILTY_EP39_lie6
1,train,SB_WILTY_EP39_lie7
1,train,SB_WILTY_EP39_truth1
1,train,SB_WILTY_EP39_truth2
1,train,SB_WILTY_EP39_truth4
1,train,SB_WILTY_EP39_truth5
1,train,SB_WILTY_EP40_lie1
1,train,SB_WILTY_EP40_lie10
1,train,SB_WILTY_EP40_lie11
1,train,SB_WILTY_EP40_lie2
1,train,SB_WILTY_EP40_lie3
1,train,SB_WILTY_EP40_lie5
1,train,SB_WILTY_EP40_lie6
1,train,SB_WILTY_EP40_lie7
1,train,SB_WILTY_EP40_lie8
1,train,SB_WILTY_EP40_lie9
1,train,SB_WILTY_EP40_truth2
1,train,SB_WILTY_EP40_truth3
1,train,SJ_WILTY_EP71_lie_1
1,train,SJ_WILTY_EP71_lie_10
1,train,SJ_WILTY_EP71_lie_11
1,train,SJ_WILTY_EP71_lie_12
1,train,SJ_WILTY_EP71_lie_13
1,train,SJ_WILTY_EP71_lie_14
1,train,SJ_WILTY_EP71_lie_16
1,train,SJ_WILTY_EP71_lie_17
1,train,SJ_WILTY_EP71_lie_3
1,train,SJ_WILTY_EP71_lie_4
1,train,SJ_WILTY_EP71_lie_5
1,train,SJ_WILTY_EP71_lie_6
1,train,SJ_WILTY_EP71_lie_7
1,train,SJ_WILTY_EP71_true_10
1,train,SJ_WILTY_EP71_true_12
1,train,SJ_WILTY_EP71_true_13
1,train,SJ_WILTY_EP71_true_17
1,train,SJ_WILTY_EP71_true_18
1,train,SJ_WILTY_EP71_true_19
1,train,SJ_WILTY_EP71_true_20
1,train,SJ_WILTY_EP71_true_21
1,train,SJ_WILTY_EP71_true_22
1,train,SJ_WILTY_EP71_true_23
1,train,SJ_WILTY_EP71_true_25
1,train,SJ_WILTY_EP71_true_26
1,train,SJ_WILTY_EP71_true_27
1,train,SJ_WILTY_EP71_true_28
1,train,SJ_WILTY_EP71_true_29
1,train,SJ_WILTY_EP71_true_30
1,train,SJ_WILTY_EP71_true_31
1,train,SJ_WILTY_EP71_true_4
1,train,SJ_WILTY_EP71_true_5
1,train,SJ_WILTY_EP71_true_6
1,train,SJ_WILTY_EP71_true_7
1,train,SJ_WILTY_EP71_true_8
1,train,SJ_WILTY_EP71_true_9
1,train,YW_WILTY_EP52_truth6
1,train,YW_WILTY_EP54_lie1
1,train,YW_WILTY_EP54_truth5
1,test,AN_WILTY_EP22_truth1
1,test,BRI_WILTY_EP67_lie_1
1,test,BRI_WILTY_EP67_lie_10
1,test,BRI_WILTY_EP67_lie_13
1,test,BRI_WILTY_EP67_lie_5
1,test,BRI_WILTY_EP68_lie_18
1,test,BRI_WILTY_EP68_lie_3
1,test,BRI_WILTY_EP68_lie_6
1,test,BRI_WILTY_EP68_truth_13
1,test,BRI_WILTY_EP68_truth_4
1,test,BRI_WILTY_EP68_truth_7
1,test,BRI_WILTY_EP69_lie_12
1,test,BRI_WILTY_EP69_lie_2
1,test,BRI_WILTY_EP69_lie_20
1,test,BRI_WILTY_EP69_lie_9
1,test,BRI_WILTY_EP69_truth_22
1,test,BRI_WILTY_EP69_truth_23
1,test,BRI_WILTY_EP69_truth_24
1,test,BRI_WILTY_EP69_truth_25
1,test,BRI_WILTY_EP69_truth_5
1,test,BRI_WILTY_EP69_truth_6
1,test,LS_WILTY_EP4_truth7
1,test,LS_WILTY_EP76_true3
1,test,LS_WILTY_EP8_lie13
1,test,LS_WILTY_EP8_lie4
1,test,LS_WILTY_EP8_lie6
1,test,LS_WILTY_EP8_lie8
1,test,LS_WILTY_EP8_truth3
1,test,SB_WILTY_EP30_lie1
1,test,SB_WILTY_EP30_lie10
1,test,SB_WILTY_EP30_lie12
1,test,SB_WILTY_EP30_lie14
1,test,SB_WILTY_EP30_lie15
1,test,SB_WILTY_EP30_lie18
1,test,SB_WILTY_EP30_lie2
1,test,SB_WILTY_EP30_lie22
1,test,SB_WILTY_EP30_lie23
1,test,SB_WILTY_EP30_lie27
1,test,SB_WILTY_EP30_lie3
1,test,SB_WILTY_EP30_lie8
1,test,SB_WILTY_EP30_truth11
1,test,SB_WILTY_EP30_truth13
1,test,SB_WILTY_EP30_truth7
1,test,SB_WILTY_EP30_truth8
1,test,SB_WILTY_EP30_truth9
1,test,SB_WILTY_EP39_lie1
1,test,SB_WILTY_EP39_lie2
1,test,SB_WILTY_EP39_truth3
1,test,SB_WILTY_EP40_truth1
1,test,SJ_WILTY_EP71_lie_15
1,test,SJ_WILTY_EP71_lie_18
1,test,SJ_WILTY_EP71_lie_2
1,test,SJ_WILTY_EP71_lie_8
1,test,SJ_WILTY_EP71_lie_9
1,test,SJ_WILTY_EP71_true_1
1,test,SJ_WILTY_EP71_true_11
1,test,SJ_WILTY_EP71_true_14
1,test,SJ_WILTY_EP71_true_15
1,test,SJ_WILTY_EP71_true_16
1,test,SJ_WILTY_EP71_true_2
1,test,SJ_WILTY_EP71_true_24
1,test,SJ_WILTY_EP71_true_3
1,test,YW_WILTY_EP47_lie4
2,train,AN_WILTY_EP22_truth1
2,train,BRI_WILTY_EP59_deception_24
2,train,BRI_WILTY_EP61_lie_6
2,train,BRI_WILTY_EP67_lie_1
2,train,BRI_WILTY_EP67_lie_10
2,train,BRI_WILTY_EP67_lie_13
2,train,BRI_WILTY_EP67_lie_2
2,train,BRI_WILTY_EP67_lie_3
2,train,BRI_WILTY_EP67_lie_5
2,train,BRI_WILTY_EP67_truth_16
2,train,BRI_WILTY_EP67_truth_6
2,train,BRI_WILTY_EP67_truth_9
2,train,BRI_WILTY_EP68_lie_1
2,train,BRI_WILTY_EP68_lie_15
2,train,BRI_WILTY_EP68_lie_2
2,train,BRI_WILTY_EP68_lie_20
2,train,BRI_WILTY_EP68_lie_3
2,train,BRI_WILTY_EP68_lie_5
2,train,BRI_WILTY_EP68_lie_6
2,train,BRI_WILTY_EP68_truth_12
2,train,BRI_WILTY_EP68_truth_13
2,train,BRI_WILTY_EP68_truth_14
2,train,BRI_WILTY_EP68_truth_4
2,train,BRI_WILTY_EP68_truth_7
2,train,BRI_WILTY_EP68_truth_8
2,train,BRI_WILTY_EP68_truth_9
2,train,BRI_WILTY_EP69_lie_1
2,train,BRI_WILTY_EP69_lie_12
2,train,BRI_WILTY_EP69_lie_13
2,train,BRI_WILTY_EP69_lie_16
2,train,BRI_WILTY_EP69_lie_2
2,train,BRI_WILTY_EP69_lie_20
2,train,BRI_WILTY_EP69_lie_21
2,train,BRI_WILTY_EP69_lie_3
2,train,BRI_WILTY_EP69_lie_9
2,train,BRI_WILTY_EP69_truth_10
2,train,BRI_WILTY_EP69_truth_11
2,train,BRI_WILTY_EP69_truth_22
2,train,BRI_WILTY_EP69_truth_23
2,train,BRI_WILTY_EP69_truth_24
2,train,BRI_WILTY_EP69_truth_25
2,train,BRI_WILTY_EP69_truth_26
2,train,BRI_WILTY_EP69_truth_4
2,train,BRI_WILTY_EP69_truth_5
2,train,BRI_WILTY_EP69_truth_6
2,train,LS_WILTY_EP11_lie4
2,train,LS_WILTY_EP4_truth7
2,train,LS_WILTY_EP75_true4
2,train,LS_WILTY_EP76_lie12
2,train,LS_WILTY_EP76_lie15
2,train,LS_WILTY_EP76_true3
2,train,LS_WILTY_EP8_lie10
2,train,LS_WILTY_EP8_lie11
2,train,LS_WILTY_EP8_lie13
2,train,LS_WILTY_EP8_lie4
2,train,LS_WILTY_EP8_lie6
2,train,LS_WILTY_EP8_lie7
2,train,LS_WILTY_EP8_lie8
2,train,LS_WILTY_EP8_truth1
2,train,LS_WILTY_EP8_truth3
2,train,LS_WILTY_EP8_truth4
2,train,SB_WILTY_EP30_lie1
2,train,SB_WILTY_EP30_lie10
2,train,SB_WILTY_EP30_lie11
2,train,SB_WILTY_EP30_lie12
2,train,SB_WILTY_EP30_lie14
2,train,SB_WILTY_EP30_lie15
2,train,SB_WILTY_EP30_lie16
2,train,SB_WILTY_EP30_lie18
2,train,SB_WILTY_EP30_lie2
2,train,SB_WILTY_EP30_lie21
2,train,SB_WILTY_EP30_lie22
2,train,SB_WILTY_EP30_lie23
2,train,SB_WILTY_EP30_lie24
2,train,SB_WILTY_EP30_lie27
2,train,SB_WILTY_EP30_lie3
2,train,SB_WILTY_EP30_lie6
2,train,SB_WILTY_EP30_lie8
2,train,SB_WILTY_EP30_lie9
2,train,SB_WILTY_EP30_truth11
2,train,SB_WILTY_EP30_truth13
2,train,SB_WILTY_EP30_truth14
2,train,SB_WILTY_EP30_truth15
2,train,SB_WILTY_EP30_truth2
2,train,SB_WILTY_EP30_truth4
2,train,SB_WILTY_EP30_truth5
2,train,SB_WILTY_EP30_truth6
2,train,SB_WILTY_EP30_truth7
2,train,SB_WILTY_EP30_truth8
2,train,SB_WILTY_EP30_truth9
2,train,SB_WILTY_EP39_lie1
2,train,SB_WILTY_EP39_lie2
2,train,SB_WILTY_EP39_lie4
2,train,SB_WILTY_EP39_lie5
2,train,SB_WILTY_EP39_lie6
2,train,SB_WILTY_EP39_lie7
2,train,SB_WILTY_EP39_truth1
2,train,SB_WILTY_EP39_truth3
2,train,SB_WILTY_EP39_truth5
2,train,SB_WILTY_EP40_lie1
2,train,SB_WILTY_EP40_lie11
2,train,SB_WILTY_EP40_lie3
2,train,SB_WILTY_EP40_lie5
2,train,SB_WILTY_EP40_lie6
2,train,SB_WILTY_EP40_lie7
2,train,SB_WILTY_EP40_truth1
2,train,SJ_WILTY_EP71_lie_11
2,train,SJ_WILTY_EP71_lie_14
2,train,SJ_WILTY_EP71_lie_15
2,train,SJ_WILTY_EP71_lie_16
2,train,SJ_WILTY_EP71_lie_17
2,train,SJ_WILTY_EP71_lie_18
2,train,SJ_WILTY_EP71_lie_2
2,train,SJ_WILTY_EP71_lie_3
2,train,SJ_WILTY_EP71_lie_4
2,train,SJ_WILTY_EP71_lie_5
2,train,SJ_WILTY_EP71_lie_6
2,train,SJ_WILTY_EP71_lie_7
2,train,SJ_WILTY_EP71_lie_8
2,train,SJ_WILTY_EP71_lie_9
2,train,SJ_WILTY_EP71_true_1
2,train,SJ_WILTY_EP71_true_10
2,train,SJ_WILTY_EP71_true_11
2,train,SJ_WILTY_EP71_true_12
2,train,SJ_WILTY_EP71_true_13
2,train,SJ_WILTY_EP71_true_14
2,train,SJ_WILTY_EP71_true_15
2,train,SJ_WILTY_EP71_true_16
2,train,SJ_WILTY_EP71_true_18
2,train,SJ_WILTY_EP71_true_2
2,train,SJ_WILTY_EP71_true_22
2,train,SJ_WILTY_EP71_true_23
2,train,SJ_WILTY_EP71_true_24
2,train,SJ_WILTY_EP71_true_26
2,train,SJ_WILTY_EP71_true_28
2,train,SJ_WILTY_EP71_true_29
2,train,SJ_WILTY_EP71_true_3
2,train,SJ_WILTY_EP71_true_31
2,train,SJ_WILTY_EP71_true_5
2,train,SJ_WILTY_EP71_true_6
2,train,SJ_WILTY_EP71_true_8
2,train,SJ_WILTY_EP71_true_9
2,train,YW_WILTY_EP47_lie4
2,train,YW_WILTY_EP52_truth6
2,train,YW_WILTY_EP54_lie1
2,test,AN_WILTY_EP17_truth2
2,test,AN_WILTY_EP23_truth9
2,test,AN_WILTY_EP26_lie14
2,test,BRI_WILTY_EP61_lie_22
2,test,BRI_WILTY_EP63_lie_28
2,test,BRI_WILTY_EP67_lie_12
2,test,BRI_WILTY_EP67_lie_4
2,test,BRI_WILTY_EP67_lie_8
2,test,BRI_WILTY_EP67_truth_11
2,test,BRI_WILTY_EP67_truth_14
2,test,BRI_WILTY_EP67_truth_15
2,test,BRI_WILTY_EP67_truth_7
2,test,BRI_WILTY_EP68_lie_10
2,test,BRI_WILTY_EP68_lie_16
2,test,BRI_WILTY_EP68_lie_17
2,test,BRI_WILTY_EP68_lie_18
2,test,BRI_WILTY_EP68_lie_19
2,test,BRI_WILTY_EP68_lie_21
2,test,BRI_WILTY_EP68_truth_11
2,test,BRI_WILTY_EP69_lie_14
2,test,BRI_WILTY_EP69_lie_15
2,test,BRI_WILTY_EP69_lie_17
2,test,BRI_WILTY_EP69_lie_18
2,test,BRI_WILTY_EP69_lie_19
2,test,BRI_WILTY_EP69_lie_8
2,test,LS_WILTY_EP12_lie9
2,test,LS_WILTY_EP3_truth5
2,test,LS_WILTY_EP72_lie17
2,test,LS_WILTY_EP8_lie1
2,test,LS_WILTY_EP8_lie2
2,test,LS_WILTY_EP8_lie3
2,test,LS_WILTY_EP8_lie5
2,test,LS_WILTY_EP8_lie9
2,test,LS_WILTY_EP8_truth2
2,test,LS_WILTY_EP9_lie7
2,test,SB_WILTY_EP30_lie13
2,test,SB_WILTY_EP30_lie17
2,test,SB_WILTY_EP30_lie19
2,test,SB_WILTY_EP30_lie25
2,test,SB_WILTY_EP30_lie26
2,test,SB_WILTY_EP30_lie5
2,test,SB_WILTY_EP30_lie7
2,test,SB_WILTY_EP30_truth1
2,test,SB_WILTY_EP30_truth10
2,test,SB_WILTY_EP30_truth12
2,test,SB_WILTY_EP30_truth16
2,test,SB_WILTY_EP30_truth3
2,test,SB_WILTY_EP39_lie3
2,test,SB_WILTY_EP39_truth2
2,test,SB_WILTY_EP39_truth4
2,test,SB_WILTY_EP40_lie10
2,test,SB_WILTY_EP40_lie2
2,test,SB_WILTY_EP40_lie8
2,test,SB_WILTY_EP40_lie9
2,test,SB_WILTY_EP40_truth2
2,test,SB_WILTY_EP40_truth3
2,test,SJ_WILTY_EP71_lie_1
2,test,SJ_WILTY_EP71_lie_10
2,test,SJ_WILTY_EP71_lie_12
2,test,SJ_WILTY_EP71_lie_13
2,test,SJ_WILTY_EP71_true_17
2,test,SJ_WILTY_EP71_true_19
2,test,SJ_WILTY_EP71_true_20
2,test,SJ_WILTY_EP71_true_21
2,test,SJ_WILTY_EP71_true_25
2,test,SJ_WILTY_EP71_true_27
2,test,SJ_WILTY_EP71_true_30
2,test,SJ_WILTY_EP71_true_4
2,test,SJ_WILTY_EP71_true_7
2,test,YW_WILTY_EP54_truth5
3,train,AN_WILTY_EP17_truth2
3,train,AN_WILTY_EP22_truth1
3,train,AN_WILTY_EP23_truth9
3,train,AN_WILTY_EP26_lie14
3,train,BRI_WILTY_EP61_lie_22
3,train,BRI_WILTY_EP63_lie_28
3,train,BRI_WILTY_EP67_lie_1
3,train,BRI_WILTY_EP67_lie_10
3,train,BRI_WILTY_EP67_lie_12
3,train,BRI_WILTY_EP67_lie_13
3,train,BRI_WILTY_EP67_lie_4
3,train,BRI_WILTY_EP67_lie_5
3,train,BRI_WILTY_EP67_lie_8
3,train,BRI_WILTY_EP67_truth_11
3,train,BRI_WILTY_EP67_truth_14
3,train,BRI_WILTY_EP67_truth_15
3,train,BRI_WILTY_EP67_truth_7
3,train,BRI_WILTY_EP68_lie_10
3,train,BRI_WILTY_EP68_lie_16
3,train,BRI_WILTY_EP68_lie_17
3,train,BRI_WILTY_EP68_lie_19
3,train,BRI_WILTY_EP68_lie_21
3,train,BRI_WILTY_EP68_lie_3
3,train,BRI_WILTY_EP68_lie_6
3,train,BRI_WILTY_EP68_truth_11
3,train,BRI_WILTY_EP68_truth_13
3,train,BRI_WILTY_EP68_truth_4
3,train,BRI_WILTY_EP68_truth_7
3,train,BRI_WILTY_EP69_lie_12
3,train,BRI_WILTY_EP69_lie_14
3,train,BRI_WILTY_EP69_lie_15
3,train,BRI_WILTY_EP69_lie_17
3,train,BRI_WILTY_EP69_lie_18
3,train,BRI_WILTY_EP69_lie_19
3,train,BRI_WILTY_EP69_lie_2
3,train,BRI_WILTY_EP69_lie_20
3,train,BRI_WILTY_EP69_lie_8
3,train,BRI_WILTY_EP69_lie_9
3,train,BRI_WILTY_EP69_truth_22
3,train,BRI_WILTY_EP69_truth_23
3,train,BRI_WILTY_EP69_truth_24
3,train,BRI_WILTY_EP69_truth_25
3,train,BRI_WILTY_EP69_truth_5
3,train,BRI_WILTY_EP69_truth_6
3,train,LS_WILTY_EP12_lie9
3,train,LS_WILTY_EP3_truth5
3,train,LS_WILTY_EP4_truth7
3,train,LS_WILTY_EP72_lie17
3,train,LS_WILTY_EP76_true3
3,train,LS_WILTY_EP8_lie1
3,train,LS_WILTY_EP8_lie13
3,train,LS_WILTY_EP8_lie2
3,train,LS_WILTY_EP8_lie3
3,train,LS_WILTY_EP8_lie4
3,train,LS_WILTY_EP8_lie5
3,train,LS_WILTY_EP8_lie6
3,train,LS_WILTY_EP8_lie8
3,train,LS_WILTY_EP8_lie9
3,train,LS_WILTY_EP8_truth2
3,train,LS_WILTY_EP8_truth3
3,train,LS_WILTY_EP9_lie7
3,train,SB_WILTY_EP30_lie1
3,train,SB_WILTY_EP30_lie10
3,train,SB_WILTY_EP30_lie12
3,train,SB_WILTY_EP30_lie13
3,train,SB_WILTY_EP30_lie14
3,train,SB_WILTY_EP30_lie15
3,train,SB_WILTY_EP30_lie17
3,train,SB_WILTY_EP30_lie18
3,train,SB_WILTY_EP30_lie19
3,train,SB_WILTY_EP30_lie2
3,train,SB_WILTY_EP30_lie22
3,train,SB_WILTY_EP30_lie23
3,train,SB_WILTY_EP30_lie25
3,train,SB_WILTY_EP30_lie26
3,train,SB_WILTY_EP30_lie27
3,train,SB_WILTY_EP30_lie3
3,train,SB_WILTY_EP30_lie5
3,train,SB_WILTY_EP30_lie7
3,train,SB_WILTY_EP30_lie8
3,train,SB_WILTY_EP30_truth1
3,train,SB_WILTY_EP30_truth10
3,train,SB_WILTY_EP30_truth11
3,train,SB_WILTY_EP30_truth12
3,train,SB_WILTY_EP30_truth13
3,train,SB_WILTY_EP30_truth16
3,train,SB_WILTY_EP30_truth3
3,train,SB_WILTY_EP30_truth7
3,train,SB_WILTY_EP30_truth8
3,train,SB_WILTY_EP30_truth9
3,train,SB_WILTY_EP39_lie1
3,train,SB_WILTY_EP39_lie2
3,train,SB_WILTY_EP39_lie3
3,train,SB_WILTY_EP39_truth2
3,train,SB_WILTY_EP39_truth3
3,train,SB_WILTY_EP39_truth4
3,train,SB_WILTY_EP40_lie10
3,train,SB_WILTY_EP40_lie2
3,train,SB_WILTY_EP40_lie8
3,train,SB_WILTY_EP40_lie9
3,train,SB_WILTY_EP40_truth1
3,train,SB_WILTY_EP40_truth2
3,train,SB_WILTY_EP40_truth3
3,train,SJ_WILTY_EP71_lie_1
3,train,SJ_WILTY_EP71_lie_10
3,train,SJ_WILTY_EP71_lie_12
3,train,SJ_WILTY_EP71_lie_13
3,train,SJ_WILTY_EP71_lie_15
3,train,SJ_WILTY_EP71_lie_18
3,train,SJ_WILTY_EP71_lie_2
3,train,SJ_WILTY_EP71_lie_8
3,train,SJ_WILTY_EP71_lie_9
3,train,SJ_WILTY_EP71_true_1
3,train,SJ_WILTY_EP71_true_11
3,train,SJ_WILTY_EP71_true_14
3,train,SJ_WILTY_EP71_true_15
3,train,SJ_WILTY_EP71_true_16
3,train,SJ_WILTY_EP71_true_17
3,train,SJ_WILTY_EP71_true_19
3,train,SJ_WILTY_EP71_true_2
3,train,SJ_WILTY_EP71_true_20
3,train,SJ_WILTY_EP71_true_21
3,train,SJ_WILTY_EP71_true_24
3,train,SJ_WILTY_EP71_true_25
3,train,SJ_WILTY_EP71_true_27
3,train,SJ_WILTY_EP71_true_3
3,train,SJ_WILTY_EP71_true_30
3,train,SJ_WILTY_EP71_true_4
3,train,SJ_WILTY_EP71_true_7
3,train,YW_WILTY_EP47_lie4
3,train,YW_WILTY_EP54_truth5
3,test,BRI_WILTY_EP59_deception_24
3,test,BRI_WILTY_EP61_lie_6
3,test,BRI_WILTY_EP67_lie_2
3,test,BRI_WILTY_EP67_lie_3
3,test,BRI_WILTY_EP67_truth_16
3,test,BRI_WILTY_EP67_truth_6
3,test,BRI_WILTY_EP67_truth_9
3,test,BRI_WILTY_EP68_lie_1
3,test,BRI_WILTY_EP68_lie_15
3,test,BRI_WILTY_EP68_lie_18
3,test,BRI_WILTY_EP68_lie_2
3,test,BRI_WILTY_EP68_lie_20
3,test,BRI_WILTY_EP68_lie_5
3,test,BRI_WILTY_EP68_truth_12
3,test,BRI_WILTY_EP68_truth_14
3,test,BRI_WILTY_EP68_truth_8
3,test,BRI_WILTY_EP68_truth_9
3,test,BRI_WILTY_EP69_lie_1
3,test,BRI_WILTY_EP69_lie_13
3,test,BRI_WILTY_EP69_lie_16
3,test,BRI_WILTY_EP69_lie_21
3,test,BRI_WILTY_EP69_lie_3
3,test,BRI_WILTY_EP69_truth_10
3,test,BRI_WILTY_EP69_truth_11
3,test,BRI_WILTY_EP69_truth_26
3,test,BRI_WILTY_EP69_truth_4
3,test,LS_WILTY_EP11_lie4
3,test,LS_WILTY_EP75_true4
3,test,LS_WILTY_EP76_lie12
3,test,LS_WILTY_EP76_lie15
3,test,LS_WILTY_EP8_lie10
3,test,LS_WILTY_EP8_lie11
3,test,LS_WILTY_EP8_lie7
3,test,LS_WILTY_EP8_truth1
3,test,LS_WILTY_EP8_truth4
3,test,SB_WILTY_EP30_lie11
3,test,SB_WILTY_EP30_lie16
3,test,SB_WILTY_EP30_lie21
3,test,SB_WILTY_EP30_lie24
3,test,SB_WILTY_EP30_lie6
3,test,SB_WILTY_EP30_lie9
3,test,SB_WILTY_EP30_truth14
3,test,SB_WILTY_EP30_truth15
3,test,SB_WILTY_EP30_truth2
3,test,SB_WILTY_EP30_truth4
3,test,SB_WILTY_EP30_truth5
3,test,SB_WILTY_EP30_truth6
3,test,SB_WILTY_EP39_lie4
3,test,SB_WILTY_EP39_lie5
3,test,SB_WILTY_EP39_lie6
3,test,SB_WILTY_EP39_lie7
3,test,SB_WILTY_EP39_truth1
3,test,SB_WILTY_EP39_truth5
3,test,SB_WILTY_EP40_lie1
3,test,SB_WILTY_EP40_lie11
3,test,SB_WILTY_EP40_lie3
3,test,SB_WILTY_EP40_lie5
3,test,SB_WILTY_EP40_lie6
3,test,SB_WILTY_EP40_lie7
3,test,SJ_WILTY_EP71_lie_11
3,test,SJ_WILTY_EP71_lie_14
3,test,SJ_WILTY_EP71_lie_16
3,test,SJ_WILTY_EP71_lie_17
3,test,SJ_WILTY_EP71_lie_3
3,test,SJ_WILTY_EP71_lie_4
3,test,SJ_WILTY_EP71_lie_5
3,test,SJ_WILTY_EP71_lie_6
3,test,SJ_WILTY_EP71_lie_7
3,test,SJ_WILTY_EP71_true_10
3,test,SJ_WILTY_EP71_true_12
3,test,SJ_WILTY_EP71_true_13
3,test,SJ_WILTY_EP71_true_18
3,test,SJ_WILTY_EP71_true_22
3,test,SJ_WILTY_EP71_true_23
3,test,SJ_WILTY_EP71_true_26
3,test,SJ_WILTY_EP71_true_28
3,test,SJ_WILTY_EP71_true_29
3,test,SJ_WILTY_EP71_true_31
3,test,SJ_WILTY_EP71_true_5
3,test,SJ_WILTY_EP71_true_6
3,test,SJ_WILTY_EP71_true_8
3,test,SJ_WILTY_EP71_true_9
3,test,YW_WILTY_EP52_truth6
3,test,YW_WILTY_EP54_lie1
