video_id,label,score_lie,fusion_method,fold,threshold,pred,correct,margin,error_type,host,episode,episode_group_id,group_id,file_name,start_time,end_time,clip_suspect_contamination,first_window_suspect,suspect_window_ratio,max_identity_clusters,min_dominant_ratio,max_cosine_distance
BRI_WILTY_EP59_lie_10,1,0.4097409447282553,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.07213899043947458,FN,BRI,59,BRI_EP59,BRI_EP59,BRI_WILTY_EP59_lie_10,9:31,9:39,True,True,0.375,4,0.5,0.9942774176597596
SB_WILTY_EP33_lie4,1,0.4281555324792861,ensemble_raw_auc_roc,fold3,0.49923519479731726,0,False,0.07107966231803114,FN,SB,33,SB_EP33,SB_EP33,SB_WILTY_EP33_lie4,7:09,7:15,True,True,1.0,4,0.4375,1.1371700763702393
AN_WILTY_EP24_lie7,1,0.4123349082469939,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06954502692073594,FN,AN,24,AN_EP24,AN_EP24,AN_WILTY_EP24_lie7,2:15,2:22,True,True,0.5714285714285714,3,0.5625,0.9709561467170716
YW_WILTY_EP56_lie1,1,0.4132620332390069,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06861790192872297,FN,YW,56,YW_EP56,YW_EP56,YW_WILTY_EP56_lie1,2:26,2:30,True,True,0.75,4,0.4375,0.9481850862503052
BRI_WILTY_EP64_lie_21,1,0.438946509162585,ensemble_raw_auc_roc,fold1,0.5063578434501376,0,False,0.06741133428755258,FN,BRI,64,BRI_EP64,BRI_EP64,BRI_WILTY_EP64_lie_21,21:03,21:06,True,True,0.6666666666666666,4,0.5,1.1231343746185305
YW_WILTY_EP45_lie4,1,0.4319302575928824,ensemble_raw_auc_roc,fold3,0.49923519479731726,0,False,0.06730493720443487,FN,YW,45,YW_EP45,YW_EP45,YW_WILTY_EP45_lie4,6:50,6:57,True,True,0.8571428571428571,4,0.5,1.0587353706359863
YW_WILTY_EP44_lie10,1,0.414607034921646,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06727290024608384,FN,YW,44,YW_EP44,YW_EP44,YW_WILTY_EP44_lie10,17:46,17:49,True,True,1.0,5,0.4375,1.2138563394546509
BRI_WILTY_EP59_deception_20,1,0.4150613660613695,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06681856910636036,FN,BRI,59,BRI_EP59,BRI_EP59,BRI_WILTY_EP59_deception_20,19:42,19:51,True,True,0.7777777777777778,4,0.4375,1.1366041898727417
YW_WILTY_EP54_lie3,1,0.4399977310001849,ensemble_raw_auc_roc,fold1,0.5063578434501376,0,False,0.06636011244995266,FN,YW,54,YW_EP54,YW_EP54,YW_WILTY_EP54_lie3,16:39,16:43,True,True,1.0,4,0.4375,1.0619056224822998
SB_WILTY_EP29_lie8,1,0.4159799811244011,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06589995404332877,FN,SB,29,SB_EP29,SB_EP29,SB_WILTY_EP29_lie8,5:07,5:16,True,True,0.3333333333333333,5,0.375,1.016878366470337
SB_WILTY_EP35_lie2,1,0.4160449073910713,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06583502777665856,FN,SB,35,SB_EP35,SB_EP35,SB_WILTY_EP35_lie2,5:44,5:49,True,True,0.6,4,0.5,1.0030553340911863
YW_WILTY_EP44_lie11,1,0.4164859904050827,ensemble_raw_auc_roc,fold2,0.48187993516772987,0,False,0.06539394476264715,FN,YW,44,YW_EP44,YW_EP44,YW_WILTY_EP44_lie11,17:58,18:03,True,True,1.0,6,0.3125,1.177779197692871
AN_WILTY_EP19_lie1,1,0.4345123547315597,ensemble_raw_auc_roc,fold3,0.49923519479731726,0,False,0.06472284006575757,FN,AN,19,AN_EP19,AN_EP19,AN_WILTY_EP19_lie1,2:11,2:17,True,True,0.6,4,0.375,0.9232337474822998
